天象碼,天象,JD,年,月,日,時,分,秒,子輿日,日干支,日干支序
M_3,下弦,1390419.7591023408,-906,9,27,6,13,6.442244052886963,777149.2591023408,癸巳,30
M_0, 朔 ,1390427.862986315,-906,10,5,8,42,42.017619609832764,777157.362986315,辛丑,38
M_1,上弦,1390435.0095126797,-906,10,12,12,13,41.89552187919617,777164.5095126797,戊申,45
M_2, 望 ,1390441.8825444197,-906,10,19,9,10,51.83786451816559,777171.3825444197,乙卯,52
M_3,下弦,1390449.655454244,-906,10,27,3,43,51.24668151140213,777179.155454244,癸亥,60
M_0, 朔 ,1390457.484303868,-906,11,3,23,37,23.854187428951263,777186.9843038679,庚午,7
M_1,上弦,1390464.3481158675,-906,11,10,20,21,17.21094936132431,777193.8481158675,丁丑,14
M_2, 望 ,1390471.5045121736,-906,11,18,0,6,29.851798117160797,777201.0045121736,乙酉,22
M_3,下弦,1390479.5810888156,-906,11,26,1,56,46.073666363954544,777209.0810888156,癸巳,30
M_0, 朔 ,1390487.025884354,-906,12,3,12,37,16.408187448978424,777216.525884354,庚子,37
M_1,上弦,1390493.7214973567,-906,12,10,5,18,57.37161532044411,777223.2214973567,丁未,44
M_2, 望 ,1390501.2076702265,-906,12,17,16,59,2.7075661718845367,777230.7076702265,甲寅,51
S_3,冬至,1390504.350391786,-906,12,20,20,24,33.850317299366,777233.8503917861,丁巳,54
M_3,下弦,1390509.428892032,-906,12,25,22,17,36.271565705537796,777238.928892032,壬戌,59
M_0, 朔 ,1390516.4960385829,-905,1,1,23,54,17.733560353517532,777245.9960385829,己巳,6
M_1,上弦,1390523.1518193756,-905,1,8,15,38,37.194049805402756,777252.6518193756,丙子,13
M_2, 望 ,1390530.9638365735,-905,1,16,11,7,55.47995299100876,777260.4638365735,甲申,21
M_3,下弦,1390539.1196880622,-905,1,24,14,52,21.048576682806015,777268.6196880622,壬辰,29
M_0, 朔 ,1390545.90928029,-905,1,31,9,49,21.817046999931335,777275.4092802899,己亥,36
M_1,上弦,1390552.6511830878,-905,2,7,3,37,42.218789756298065,777282.1511830878,丙午,43
M_2, 望 ,1390560.7196582216,-905,2,15,5,16,18.470344841480255,777290.2196582216,甲寅,51
M_3,下弦,1390568.630621477,-905,2,23,3,8,5.6956154108047485,777298.130621477,壬戌,59
M_0, 朔 ,1390575.2797189218,-905,3,1,18,42,47.714839428663254,777304.7797189218,戊辰,5
M_1,上弦,1390582.2252611462,-905,3,8,17,24,22.563031911849976,777311.7252611462,乙亥,12
M_2, 望 ,1390590.4121098372,-905,3,16,21,53,26.289931386709213,777319.9121098372,癸未,20
S_0,春分,1390595.208710295,-905,3,21,17,0,32.56948068737984,777324.7087102949,戊子,25
M_3,下弦,1390597.9855005438,-905,3,24,11,39,7.246988117694855,777327.4855005438,辛卯,28
M_0, 朔 ,1390604.625990579,-905,3,31,3,1,25.586017370224,777334.1259905789,戊戌,35
M_1,上弦,1390611.871944006,-905,4,7,8,55,35.96212416887283,777341.3719440061,乙巳,42
M_2, 望 ,1390619.9994781492,-905,4,15,11,59,14.91209328174591,777349.4994781492,癸丑,50
M_3,下弦,1390627.2316591865,-905,4,22,17,33,35.35371690988541,777356.7316591865,庚申,57
M_0, 朔 ,1390633.9781490061,-905,4,29,11,28,32.07413077354431,777363.4781490061,丁卯,4
M_1,上弦,1390641.5748249523,-905,5,7,1,47,44.875877648591995,777371.0748249523,乙亥,12
M_2, 望 ,1390649.4788743136,-905,5,14,23,29,34.74069893360138,777378.9788743136,壬午,19
M_3,下弦,1390656.4241466909,-905,5,21,22,10,46.27409130334854,777385.9241466909,己丑,26
M_0, 朔 ,1390663.3775415146,-905,5,28,21,3,39.58685964345932,777392.8775415146,丙申,33
M_1,上弦,1390671.3007241525,-905,6,5,19,13,2.5667738914489746,777400.8007241525,甲辰,41
M_2, 望 ,1390678.8790182408,-905,6,13,9,5,47.17600867152214,777408.3790182408,壬子,49
M_3,下弦,1390685.6196806624,-905,6,20,2,52,20.409231930971146,777415.1196806624,己未,56
S_1,夏至,1390689.442819168,-905,6,23,22,37,39.57612320780754,777418.9428191681,壬戌,59
M_0, 朔 ,1390692.8669089118,-905,6,27,8,48,20.92998370528221,777422.3669089118,丙寅,3
M_1,上弦,1390701.0088384869,-905,7,5,12,12,43.64526450634003,777430.5088384869,甲戌,11
M_2, 望 ,1390708.2412447445,-905,7,12,17,47,23.545925617218018,777437.7412447445,辛巳,18
M_3,下弦,1390714.8754490125,-905,7,19,9,0,38.79467993974686,777444.3754490125,戊子,25
M_0, 朔 ,1390722.472453488,-905,7,26,23,20,19.981366395950317,777451.972453488,乙未,32
M_1,上弦,1390730.6658035326,-905,8,4,3,58,45.42521506547928,777460.1658035326,甲辰,41
M_2, 望 ,1390737.6028565816,-905,8,11,2,28,6.8086472153663635,777467.1028565816,辛亥,48
M_3,下弦,1390744.247160567,-905,8,17,17,55,54.67298626899719,777473.747160567,丁巳,54
M_0, 朔 ,1390752.1850798014,-905,8,25,16,26,30.89483767747879,777481.6850798014,乙丑,2
M_1,上弦,1390760.2533712704,-905,9,2,18,4,51.27776026725769,777489.7533712704,癸酉,10
M_2, 望 ,1390766.989118488,-905,9,9,11,44,19.83736664056778,777496.489118488,庚辰,17
M_3,下弦,1390773.780859901,-905,9,16,6,44,26.295455396175385,777503.2808599011,丁亥,24
S_2,秋分,1390781.15661768,-905,9,23,15,45,31.76756054162979,777510.6566176801,甲午,31
M_0, 朔 ,1390781.9563839666,-905,9,24,10,57,11.574714928865433,777511.4563839666,乙未,32
M_1,上弦,1390789.7652406828,-905,10,2,6,21,56.79499000310898,777519.2652406828,癸卯,40
M_2, 望 ,1390796.4152159218,-905,10,8,21,57,54.655645340681076,777525.9152159218,己酉,46
M_3,下弦,1390803.4945946308,-905,10,15,23,52,12.976099848747253,777532.9945946308,丙辰,53
M_0, 朔 ,1390811.7202922183,-905,10,24,5,17,13.247657865285873,777541.2202922183,乙丑,2
M_1,上弦,1390819.2022464275,-905,10,31,16,51,14.091339111328125,777548.7022464275,壬申,9
M_2, 望 ,1390825.894017427,-905,11,7,9,27,23.10569241642952,777555.394017427,己卯,16
M_3,下弦,1390833.3557588614,-905,11,14,20,32,17.565625458955765,777562.8557588614,丙戌,23
M_0, 朔 ,1390841.423902913,-905,11,22,22,10,25.21168291568756,777570.923902913,甲午,31
M_1,上弦,1390848.5740548968,-905,11,30,1,46,38.34308624267578,777578.0740548968,壬寅,39
M_2, 望 ,1390855.4395534375,-905,12,6,22,32,57.417001873254776,777584.9395534375,戊申,45
M_3,下弦,1390863.2781727572,-905,12,14,18,40,34.12622585892677,777592.7781727572,丙辰,53
S_3,冬至,1390869.5946221044,-905,12,21,2,16,15.349822640419006,777599.0946221044,癸亥,60
M_0, 朔 ,1390871.0394694414,-905,12,22,12,56,50.15973687171936,777600.5394694414,甲子,1
M_1,上弦,1390877.9041690025,-905,12,29,9,42,0.20182013511657715,777607.4041690025,辛未,8
M_2, 望 ,1390885.0583507242,-904,1,5,13,24,1.5025681257247925,777614.5583507242,戊寅,15
M_3,下弦,1390893.1572544256,-904,1,13,15,46,26.782369762659073,777622.6572544256,丙戌,23
M_0, 朔 ,1390900.5570654217,-904,1,21,1,22,10.452436208724976,777630.0570654217,甲午,31
M_1,上弦,1390907.229315495,-904,1,27,17,30,12.858758121728897,777636.7293154949,庚子,37
M_2, 望 ,1390914.7348756187,-904,2,4,5,38,13.253456801176071,777644.2348756187,戊申,45
M_3,下弦,1390922.9158113236,-904,2,12,9,58,46.098355650901794,777652.4158113236,丙辰,53
M_0, 朔 ,1390929.9782305625,-904,2,19,11,28,39.12060230970383,777659.4782305625,癸亥,60
M_1,上弦,1390936.5911812563,-904,2,26,2,11,18.06054800748825,777666.0911812563,庚午,7
M_2, 望 ,1390944.4297582654,-904,3,4,22,18,51.11412897706032,777673.9297582654,丁丑,14
M_3,下弦,1390952.5206143428,-904,3,13,0,29,41.07921481132507,777682.0206143428,丙戌,23
M_0, 朔 ,1390959.3185005425,-904,3,19,19,38,38.44687610864639,777688.8185005425,壬辰,29
S_0,春分,1390960.451033813,-904,3,20,22,49,29.321438670158386,777689.951033813,癸巳,30
M_1,上弦,1390966.025567886,-904,3,26,12,36,49.06534641981125,777695.525567886,己亥,36
M_2, 望 ,1390974.0983211058,-904,4,3,14,21,34.943542778491974,777703.5983211058,丁未,44
M_3,下弦,1390981.9728496834,-904,4,11,11,20,54.21264320611954,777711.4728496834,乙卯,52
M_0, 朔 ,1390988.6106400304,-904,4,18,2,39,19.298622608184814,777718.1106400304,壬戌,59
M_1,上弦,1390995.5532288274,-904,4,25,1,16,38.97068962454796,777725.0532288274,己巳,6
M_2, 望 ,1391003.7120460682,-904,5,3,5,5,20.78028917312622,777733.2120460682,丁丑,14
M_3,下弦,1391011.295855217,-904,5,10,19,6,1.8907414376735687,777740.7958552169,甲申,21
M_0, 朔 ,1391017.9017143883,-904,5,17,9,38,28.12314748764038,777747.4017143883,辛卯,28
M_1,上弦,1391025.1751248064,-904,5,24,16,12,10.783268809318542,777754.6751248064,戊戌,35
M_2, 望 ,1391033.2645334417,-904,6,1,18,20,55.68936690688133,777762.7645334417,丙午,43
M_3,下弦,1391040.5291812348,-904,6,9,0,42,1.2586842477321625,777770.0291812348,甲寅,51
M_0, 朔 ,1391047.2444456683,-904,6,15,17,52,0.10574117302894592,777776.7444456683,庚申,57
S_1,夏至,1391054.6862231668,-904,6,23,4,28,9.681608229875565,777784.1862231668,戊辰,5
M_1,上弦,1391054.8745002155,-904,6,23,8,59,16.81862086057663,777784.3745002155,戊辰,5
M_2, 望 ,1391062.763666034,-904,7,1,6,19,40.745335668325424,777792.263666034,丙子,13
M_3,下弦,1391069.7258868422,-904,7,8,5,25,16.62316918373108,777799.2258868422,癸未,20
M_0, 朔 ,1391076.6850976995,-904,7,15,4,26,32.44123846292496,777806.1850976995,庚寅,27
M_1,上弦,1391084.6237414328,-904,7,23,2,58,11.259793192148209,777814.1237414328,戊戌,35
M_2, 望 ,1391092.222024573,-904,7,30,17,19,42.92310833930969,777821.722024573,乙巳,42
M_3,下弦,1391098.9487841066,-904,8,6,10,46,14.94681403040886,777828.4487841066,壬子,49
M_0, 朔 ,1391106.2500612393,-904,8,13,18,0,5.291079729795456,777835.7500612393,己未,56
M_1,上弦,1391114.388646749,-904,8,21,21,19,39.079120606184006,777843.8886467491,丁卯,4
M_2, 望 ,1391121.6531754842,-904,8,29,3,40,34.36183109879494,777851.1531754842,乙亥,12
M_3,下弦,1391128.2626713424,-904,9,4,18,18,14.803979247808456,777857.7626713424,辛巳,18
M_0, 朔 ,1391135.9361599302,-904,9,12,10,28,4.217968583106995,777865.4361599302,己丑,26
M_1,上弦,1391144.1271514902,-904,9,20,15,3,5.888752341270447,777873.6271514902,丁酉,34
S_2,秋分,1391146.395363944,-904,9,22,21,29,19.44475159049034,777875.8953639439,己亥,36
M_2, 望 ,1391151.0730257027,-904,9,27,13,45,9.420716017484665,777880.5730257027,甲辰,41
M_3,下弦,1391157.720169087,-904,10,4,5,17,2.6091116666793823,777887.2201690869,辛亥,48
M_0, 朔 ,1391165.7107103062,-904,10,12,5,3,25.370454490184784,777895.2107103062,己未,56
M_1,上弦,1391173.7908767017,-904,10,20,6,58,51.74702748656273,777903.2908767017,丁卯,4
M_2, 望 ,1391180.5006669434,-904,10,27,0,0,57.623907923698425,777910.0006669434,甲戌,11
M_3,下弦,1391187.3425024021,-904,11,2,20,13,12.207545042037964,777916.8425024021,庚辰,17
M_0, 朔 ,1391195.5202652179,-904,11,11,0,29,10.91482400894165,777925.0202652179,己丑,26
M_1,上弦,1391203.3396807255,-904,11,18,20,9,8.414681106805801,777932.8396807255,丙申,33
M_2, 望 ,1391209.9548141125,-904,11,25,10,54,55.9393210709095,777939.4548141125,癸卯,40
M_3,下弦,1391217.1065525734,-904,12,2,14,33,26.14234060049057,777946.6065525734,庚戌,47
M_0, 朔 ,1391225.3013129937,-904,12,10,19,13,53.44265967607498,777954.8013129937,戊午,55
M_1,上弦,1391232.7623021875,-904,12,18,6,17,42.90900036692619,777962.2623021875,丙寅,3
S_3,冬至,1391234.8340809166,-904,12,20,8,1,4.5911939442157745,777964.3340809166,戊辰,5
M_2, 望 ,1391239.447421419,-904,12,24,22,44,17.21059888601303,777968.947421419,壬申,9
M_3,下弦,1391246.9524994467,-903,1,1,10,51,35.952194184064865,777976.4524994467,庚辰,17
M_0, 朔 ,1391254.9933728222,-903,1,9,11,50,27.41183638572693,777984.4933728222,戊子,25
M_1,上弦,1391262.0834483956,-903,1,16,14,0,9.941379725933075,777991.5834483956,乙未,32
M_2, 望 ,1391268.9796714727,-903,1,23,11,30,43.61523985862732,777998.4796714727,壬寅,39
M_3,下弦,1391276.807382647,-903,1,31,7,22,37.86069631576538,778006.307382647,庚戌,47
M_0, 朔 ,1391284.5576317098,-903,2,8,1,22,59.37973067164421,778014.0576317098,戊午,55
M_1,上弦,1391291.35179672,-903,2,14,20,26,35.236603170633316,778020.85179672,甲子,1
M_2, 望 ,1391298.5447306703,-903,2,22,1,4,24.7299125790596,778028.0447306703,壬申,9
M_3,下弦,1391306.6046515368,-903,3,2,2,30,41.8927788734436,778036.1046515368,庚辰,17
M_0, 朔 ,1391313.9909369953,-903,3,9,11,46,56.95638969540596,778043.4909369953,丁亥,24
M_1,上弦,1391320.6215086738,-903,3,16,2,54,58.34941327571869,778050.1215086738,甲午,31
S_0,春分,1391325.6954851935,-903,3,21,4,41,29.92071971297264,778055.1954851935,己亥,36
M_2, 望 ,1391328.1350561415,-903,3,23,15,14,28.850628286600113,778057.6350561415,辛丑,38
M_3,下弦,1391336.2938340781,-903,3,31,19,3,7.264350056648254,778065.7938340781,己酉,46
M_0, 朔 ,1391343.32312108,-903,4,7,19,45,17.661307007074356,778072.82312108,丙辰,53
M_1,上弦,1391349.9392959296,-903,4,14,10,32,35.16831949353218,778079.4392959296,癸亥,60
M_2, 望 ,1391357.7458601142,-903,4,22,5,54,2.313869297504425,778087.2458601142,辛未,8
M_3,下弦,1391365.8477729158,-903,4,30,8,20,47.57992923259735,778095.3477729158,己卯,16
M_0, 朔 ,1391372.6023159,-903,5,7,2,27,20.09375274181366,778102.1023158999,丙戌,23
M_1,上弦,1391379.3400454968,-903,5,13,20,9,39.930925369262695,778108.8400454968,壬辰,29
M_2, 望 ,1391387.370668263,-903,5,21,20,53,45.73791816830635,778116.8706682629,庚子,37
M_3,下弦,1391395.267894397,-903,5,29,18,25,46.07590287923813,778124.767894397,戊申,45
M_0, 朔 ,1391401.8801501591,-903,6,5,9,7,24.973748177289963,778131.3801501591,乙卯,52
M_1,上弦,1391408.8479672447,-903,6,12,8,21,4.369940757751465,778138.3479672447,壬戌,59
M_2, 望 ,1391416.9946608974,-903,6,20,11,52,18.701536506414413,778146.4946608974,庚午,7
S_1,夏至,1391419.9348786527,-903,6,23,10,26,13.515591770410538,778149.4348786527,癸酉,10
M_3,下弦,1391424.5824353588,-903,6,28,1,58,42.41499871015549,778154.0824353588,戊寅,15
M_0, 朔 ,1391431.2023038385,-903,7,4,16,51,19.05164211988449,778160.7023038385,甲申,21
M_1,上弦,1391438.4772464377,-903,7,11,23,27,14.092216193675995,778167.9772464377,辛卯,28
M_2, 望 ,1391446.5951788805,-903,7,20,2,17,3.455274850130081,778176.0951788805,庚子,37
M_3,下弦,1391453.8382103026,-903,7,27,8,7,1.3701479136943817,778183.3382103026,丁未,44
M_0, 朔 ,1391460.6044007428,-903,8,3,2,30,20.224177837371826,778190.1044007428,甲寅,51
M_1,上弦,1391468.2259663842,-903,8,10,17,25,23.495592176914215,778197.7259663842,辛酉,58
M_2, 望 ,1391476.1526406144,-903,8,18,15,39,48.14908638596535,778205.6526406144,己巳,6
M_3,下弦,1391483.0905287408,-903,8,25,14,10,21.68320342898369,778212.5905287408,丙子,13
M_0, 朔 ,1391490.1116951867,-903,9,1,14,40,50.46413093805313,778219.6116951867,癸未,20
M_1,上弦,1391498.0629182279,-903,9,9,13,30,36.13488748669624,778227.5629182279,辛卯,28
M_2, 望 ,1391505.6632837995,-903,9,17,3,55,7.720280438661575,778235.1632837995,己亥,36
S_2,秋分,1391511.6428503266,-903,9,23,3,25,42.26821884512901,778241.1428503266,乙巳,42
M_3,下弦,1391512.3932548705,-903,9,23,21,26,17.220815420150757,778241.8932548705,乙巳,42
M_0, 朔 ,1391519.7385128618,-903,10,1,5,43,27.511257380247116,778249.2385128618,癸丑,50
M_1,上弦,1391527.9201806122,-903,10,9,10,5,3.6048978567123413,778257.4201806122,辛酉,58
M_2, 望 ,1391535.1405795931,-903,10,16,15,22,26.07684686779976,778264.6405795931,戊辰,5
M_3,下弦,1391541.7887697308,-903,10,23,6,55,49.704743921756744,778271.2887697308,乙亥,12
M_0, 朔 ,1391549.4805460235,-903,10,30,23,31,59.1764272749424,778278.9805460235,壬午,19
M_1,上弦,1391557.7109335614,-903,11,8,5,3,44.65970814228058,778287.2109335614,辛卯,28
M_2, 望 ,1391564.6028146641,-903,11,15,2,28,3.1869810819625854,778294.1028146641,戊戌,35
M_3,下弦,1391571.2999075286,-903,11,21,19,11,52.01046779751778,778300.7999075286,甲辰,41
M_0, 朔 ,1391579.2996159263,-903,11,29,19,11,26.816035956144333,778308.7996159263,壬子,49
M_1,上弦,1391587.3679511154,-903,12,7,20,49,50.97636714577675,778316.8679511154,庚申,57
M_2, 望 ,1391594.058931128,-903,12,14,13,24,51.64944961667061,778323.5589311279,丁卯,4
S_3,冬至,1391600.0830922534,-903,12,20,13,59,39.1706956923008,778329.5830922534,癸酉,10
M_3,下弦,1391600.927547894,-903,12,21,10,15,40.138037502765656,778330.427547894,甲戌,11
M_0, 朔 ,1391609.1196807926,-903,12,29,14,52,20.420477092266083,778338.6196807926,壬午,19
M_1,上弦,1391616.8690037027,-902,1,6,8,51,21.91990926861763,778346.3690037027,庚寅,27
M_2, 望 ,1391623.5071756865,-902,1,13,0,10,19.979316741228104,778353.0071756865,丁酉,34
M_3,下弦,1391630.652412448,-902,1,20,3,39,28.435513973236084,778360.1524124481,甲辰,41
M_0, 朔 ,1391638.8557294642,-902,1,28,8,32,15.025707632303238,778368.3557294642,壬子,49
M_1,上弦,1391646.2326060282,-902,2,4,17,34,57.160837054252625,778375.7326060282,己未,56
M_2, 望 ,1391652.9477553002,-902,2,11,10,44,46.057937890291214,778382.4477553002,丙寅,3
M_3,下弦,1391660.4359386135,-902,2,18,22,27,45.09620547294617,778389.9359386135,癸酉,10
M_0, 朔 ,1391668.4572934308,-902,2,26,22,58,30.1524218916893,778397.9572934308,辛巳,18
M_1,上弦,1391675.5000745417,-902,3,6,0,0,6.440399587154388,778405.0000745417,己丑,26
M_2, 望 ,1391682.3951463304,-902,3,12,21,29,0.642942488193512,778411.8951463304,乙未,32
M_3,下弦,1391690.2229676102,-902,3,20,17,21,4.401523768901825,778419.7229676102,癸卯,40
S_0,春分,1391690.9383837092,-902,3,21,10,31,16.352472603321075,778420.4383837092,甲辰,41
M_0, 朔 ,1391697.9245937478,-902,3,28,10,11,24.899812191724777,778427.4245937478,辛亥,48
M_1,上弦,1391704.7211437323,-902,4,4,5,18,26.81847184896469,778434.2211437323,戊午,55
M_2, 望 ,1391711.8768045204,-902,4,11,9,2,35.91056048870087,778441.3768045204,乙丑,2
M_3,下弦,1391719.9554593293,-902,4,19,10,55,51.68605148792267,778449.4554593293,癸酉,10
M_0, 朔 ,1391727.2919701638,-902,4,26,19,0,26.22215375304222,778456.7919701638,庚辰,17
M_1,上弦,1391733.9475966003,-902,5,3,10,44,32.346264123916626,778463.4475966003,丁亥,24
M_2, 望 ,1391741.418958453,-902,5,10,22,3,18.010338842868805,778470.918958453,甲午,31
M_3,下弦,1391749.5933694874,-902,5,19,2,14,27.123714834451675,778479.0933694874,癸卯,40
M_0, 朔 ,1391756.604195177,-902,5,26,2,30,2.4633005261421204,778486.1041951771,庚戌,47
M_1,上弦,1391763.2317418838,-902,6,1,17,33,42.498759627342224,778492.7317418838,丙辰,53
M_2, 望 ,1391771.029443516,-902,6,9,12,42,23.919776380062103,778500.5294435159,甲子,1
M_3,下弦,1391779.1258084492,-902,6,17,15,1,9.85001340508461,778508.6258084492,壬申,9
S_1,夏至,1391785.1702495262,-902,6,23,16,5,9.559059888124466,778514.6702495262,戊寅,15
M_0, 朔 ,1391785.9024317847,-902,6,24,9,39,30.1061949133873,778515.4024317847,己卯,16
M_1,上弦,1391792.6245451889,-902,7,1,2,59,20.704316943883896,778522.1245451889,丙戌,23
M_2, 望 ,1391800.6894200651,-902,7,9,4,32,45.89362844824791,778530.1894200651,甲午,31
M_3,下弦,1391808.565855875,-902,7,17,1,34,49.947592467069626,778538.0658558749,壬寅,39
M_0, 朔 ,1391815.2213682276,-902,7,23,17,18,46.21486634016037,778544.7213682276,戊申,45
M_1,上弦,1391822.168143948,-902,7,30,16,2,7.637113630771637,778551.6681439481,乙卯,52
M_2, 望 ,1391830.3620799198,-902,8,7,20,41,23.70506912469864,778559.8620799198,癸亥,60
M_3,下弦,1391837.9383262827,-902,8,15,10,31,11.390821784734726,778567.4383262827,辛未,8
M_0, 朔 ,1391844.592960574,-902,8,22,2,13,51.793590635061264,778574.092960574,戊寅,15
M_1,上弦,1391851.8793420517,-902,8,29,9,6,15.15326589345932,778581.3793420517,乙酉,22
M_2, 望 ,1391860.0131400907,-902,9,6,12,18,55.30384004116058,778589.5131400907,癸巳,30
M_3,下弦,1391867.2712289009,-902,9,13,18,30,34.177035838365555,778596.7712289009,庚子,37
M_0, 朔 ,1391874.0498514627,-902,9,20,13,11,47.16637820005417,778603.5498514627,丁未,44
S_2,秋分,1391876.8805855517,-902,9,23,9,8,2.591669261455536,778606.3805855517,庚戌,47
M_1,上弦,1391881.7294896266,-902,9,28,5,30,27.903737872838974,778611.2294896266,乙卯,52
M_2, 望 ,1391889.6249058305,-902,10,6,2,59,51.86375364661217,778619.1249058305,癸亥,60
M_3,下弦,1391896.5943239331,-902,10,13,2,15,49.58782196044922,778626.0943239331,庚午,7
M_0, 朔 ,1391903.6204436298,-902,10,20,2,53,26.32961466908455,778633.1204436298,丁丑,14
M_1,上弦,1391911.6410802205,-902,10,28,3,23,9.331047981977463,778641.1410802205,乙酉,22
M_2, 望 ,1391919.1924012788,-902,11,4,16,37,3.470485210418701,778648.6924012788,壬辰,29
M_3,下弦,1391925.9409733028,-902,11,11,10,35,0.09336322546005249,778655.4409733028,己亥,36
M_0, 朔 ,1391933.3115491373,-902,11,18,19,28,37.84546673297882,778662.8115491373,丙午,43
M_1,上弦,1391941.5163114837,-902,11,27,0,23,29.312190860509872,778671.0163114837,乙卯,52
M_2, 望 ,1391948.7106462955,-902,12,4,5,3,19.83992725610733,778678.2106462955,壬戌,59
M_3,下弦,1391955.3463186766,-902,12,10,20,18,41.93365842103958,778684.8463186766,戊辰,5
M_0, 朔 ,1391963.0890385585,-902,12,18,14,8,12.931457608938217,778692.5890385585,丙子,13
S_3,冬至,1391965.3226007938,-902,12,20,19,44,32.70858362317085,778694.8226007938,戊寅,15
M_1,上弦,1391971.2765028034,-902,12,26,18,38,9.842216670513153,778700.7765028034,甲申,21
M_2, 望 ,1391978.171355213,-901,1,2,16,6,45.09040653705597,778707.671355213,辛卯,28
M_3,下弦,1391984.8386515074,-901,1,9,8,7,39.49023887515068,778714.3386515074,戊戌,35
M_0, 朔 ,1391992.8819687038,-901,1,17,9,10,2.096009999513626,778722.3819687038,丙午,43
M_1,上弦,1392000.8805137472,-901,1,25,9,7,56.387760043144226,778730.3805137472,甲寅,51
M_2, 望 ,1392007.5738653592,-901,2,1,1,46,21.967033445835114,778737.0738653592,辛酉,58
M_3,下弦,1392014.4278616775,-901,2,7,22,16,7.248934507369995,778743.9278616775,丁卯,4
M_0, 朔 ,1392022.6174097797,-901,2,16,2,49,4.204965233802795,778752.1174097797,丙子,13
M_1,上弦,1392030.3225979183,-901,2,23,19,44,32.46014401316643,778759.8225979183,癸未,20
M_2, 望 ,1392036.9364626599,-901,3,2,10,28,30.373811423778534,778766.4364626599,庚寅,27
M_3,下弦,1392044.0985509942,-901,3,9,14,21,54.80589732527733,778773.5985509942,丁酉,34
M_0, 朔 ,1392052.2533761936,-901,3,17,18,4,51.70312508940697,778781.7533761936,乙巳,42
S_0,春分,1392056.175305459,-901,3,21,16,12,26.391653269529343,778785.675305459,己酉,46
M_1,上弦,1392059.6255420318,-901,3,25,3,0,46.83155044913292,778789.1255420318,癸丑,50
M_2, 望 ,1392066.2954893766,-901,3,31,19,5,30.282142013311386,778795.7954893766,己未,56
M_3,下弦,1392073.8148775827,-901,4,8,7,33,25.42314648628235,778803.3148775827,丁卯,4
M_0, 朔 ,1392081.783135341,-901,4,16,6,47,42.89346367120743,778811.283135341,乙亥,12
M_1,上弦,1392088.8343784546,-901,4,23,8,1,30.298477560281754,778818.3343784546,壬午,19
M_2, 望 ,1392095.6936886152,-901,4,30,4,38,54.69635546207428,778825.1936886152,己丑,26
M_3,下弦,1392103.5362753742,-901,5,8,0,52,14.192334115505219,778833.0362753742,丁酉,34
M_0, 朔 ,1392111.2215023842,-901,5,15,17,18,57.80599236488342,778840.7215023842,甲辰,41
M_1,上弦,1392118.0093905083,-901,5,22,12,13,31.33991628885269,778847.5093905083,辛亥,48
M_2, 望 ,1392125.165695538,-901,5,29,15,58,36.09448716044426,778854.665695538,戊午,55
M_3,下弦,1392133.2316920562,-901,6,6,17,33,38.19365322589874,778862.7316920562,丙寅,3
M_0, 朔 ,1392140.5928198465,-901,6,14,2,13,39.63473483920097,778870.0928198465,甲戌,11
M_1,上弦,1392147.218310174,-901,6,20,17,14,21.999039351940155,778876.7183101741,庚辰,17
S_1,夏至,1392150.410261549,-901,6,23,21,50,46.597838401794434,778879.910261549,癸未,20
M_2, 望 ,1392154.7274070887,-901,6,28,5,27,27.97246679663658,778884.2274070887,戊子,25
M_3,下弦,1392162.881782768,-901,7,6,9,9,46.03116050362587,778892.3817827681,丙申,33
M_0, 朔 ,1392169.9268506623,-901,7,13,10,14,39.89722564816475,778899.4268506623,癸卯,40
M_1,上弦,1392176.5274877187,-901,7,20,0,39,34.93889853358269,778906.0274877187,庚戌,47
M_2, 望 ,1392184.373407067,-901,7,27,20,57,42.37059161067009,778913.873407067,丁巳,54
M_3,下弦,1392192.4723483608,-901,8,4,23,20,10.898374021053314,778921.9723483608,乙丑,2
M_0, 朔 ,1392199.2586506768,-901,8,11,18,12,27.41847664117813,778928.7586506768,壬申,9
M_1,上弦,1392205.9898477169,-901,8,18,11,45,22.842738032341003,778935.4898477169,己卯,16
M_2, 望 ,1392214.081703905,-901,8,26,13,57,39.21739339828491,778943.581703905,丁亥,24
M_3,下弦,1392221.990242452,-901,9,3,11,45,56.94784373044968,778951.4902424519,乙未,32
M_0, 朔 ,1392228.6267104049,-901,9,10,3,2,27.778981178998947,778958.1267104049,壬寅,39
M_1,上弦,1392235.6290336365,-901,9,17,3,5,48.50619658827782,778965.1290336365,己酉,46
S_2,秋分,1392242.1242983346,-901,9,23,14,58,59.3761083483696,778971.6242983346,乙卯,52
M_2, 望 ,1392243.819225651,-901,9,25,7,39,41.09624460339546,778973.319225651,丁巳,54
M_3,下弦,1392251.4288408896,-901,10,2,22,17,31.852861046791077,778980.9288408896,甲子,1
M_0, 朔 ,1392258.066187837,-901,10,9,13,35,18.629110604524612,778987.5661878369,辛未,8
M_1,上弦,1392265.4265600455,-901,10,16,22,14,14.787927120923996,778994.9265600455,戊寅,15
M_2, 望 ,1392273.5439594726,-901,10,25,1,3,18.098429292440414,779003.0439594726,丁亥,24
M_3,下弦,1392280.7986114863,-901,11,1,7,10,0.03241896629333496,779010.2986114863,甲午,31
