天象碼,天象,JD,年,月,日,時,分,秒,子輿日,日干支,日干支序
M_2, 望 ,1356186.9013881055,-999,1,5,9,37,59.93231266736984,742916.4013881055,庚申,57
M_3,下弦,1356193.8376487985,-999,1,12,8,6,12.85618856549263,742923.3376487985,丁卯,4
M_0, 朔 ,1356202.024277797,-999,1,20,12,34,57.60165810585022,742931.524277797,乙亥,12
M_1,上弦,1356209.7066688624,-999,1,28,4,57,36.18970915675163,742939.2066688624,癸未,20
M_2, 望 ,1356216.3133912494,-999,2,3,19,31,17.003947645425797,742945.8133912494,己丑,26
M_3,下弦,1356223.5635181214,-999,2,11,1,31,27.96568661928177,742953.0635181214,丁酉,34
M_0, 朔 ,1356231.7047953731,-999,2,19,4,54,54.32023912668228,742961.2047953731,乙巳,42
M_1,上弦,1356239.0155341506,-999,2,26,12,22,22.15061590075493,742968.5155341506,壬子,49
M_2, 望 ,1356245.7348204379,-999,3,5,5,38,8.485830277204514,742975.2348204379,己未,56
M_3,下弦,1356253.3170432644,-999,3,12,19,36,32.53804385662079,742982.8170432644,丙寅,3
M_0, 朔 ,1356261.2651414748,-999,3,20,18,21,48.22342112660408,742990.7651414748,甲戌,11
S_0,春分,1356262.4586128988,-999,3,21,23,0,24.154458940029144,742991.9586128988,乙亥,12
M_1,上弦,1356268.2332217565,-999,3,27,17,35,50.35976395010948,742997.7332217565,辛巳,18
M_2, 望 ,1356275.18338635,-999,4,3,16,24,4.580644369125366,743004.68338635,戊子,25
M_3,下弦,1356283.0595476157,-999,4,11,13,25,44.91399675607681,743012.5595476157,丙申,33
M_0, 朔 ,1356290.7032110638,-999,4,19,4,52,37.435908168554306,743020.2032110638,甲辰,41
M_1,上弦,1356297.425260051,-999,4,25,22,12,22.468399554491043,743026.9252600509,庚戌,47
M_2, 望 ,1356304.6748875566,-999,5,3,4,11,50.28488874435425,743034.1748875566,戊午,55
M_3,下弦,1356312.7584302526,-999,5,11,6,12,8.373820334672928,743042.2584302526,丙寅,3
M_0, 朔 ,1356320.0461152487,-999,5,18,13,6,24.35748741030693,743049.5461152487,癸酉,10
M_1,上弦,1356326.655020266,-999,5,25,3,43,13.750988692045212,743056.1550202661,庚辰,17
M_2, 望 ,1356334.2240715863,-999,6,1,17,22,39.7850538790226,743063.7240715863,丁亥,24
M_3,下弦,1356342.385710331,-999,6,9,21,15,25.372590869665146,743071.8857103309,乙未,32
M_0, 朔 ,1356349.3403234088,-999,6,16,20,10,3.9425231516361237,743078.8403234088,壬寅,39
M_1,上弦,1356355.976189804,-999,6,23,11,25,42.79906824231148,743085.476189804,己酉,46
S_1,夏至,1356356.7102673613,-999,6,24,5,2,47.10001230239868,743086.2102673613,庚戌,47
M_2, 望 ,1356363.8401290402,-999,7,1,8,9,47.14907169342041,743093.3401290402,丁巳,54
M_3,下弦,1356371.922899853,-999,7,9,10,8,58.547296822071075,743101.422899853,乙丑,2
M_0, 朔 ,1356378.6381291156,-999,7,16,3,18,54.355585277080536,743108.1381291156,壬申,9
M_1,上弦,1356385.4289448392,-999,7,22,22,17,40.83410382270813,743114.9289448392,戊寅,15
M_2, 望 ,1356393.516350896,-999,7,31,0,23,32.71742284297943,743123.0163508961,丁亥,24
M_3,下弦,1356401.3686597927,-999,8,7,20,50,52.20608934760094,743130.8686597927,甲午,31
M_0, 朔 ,1356407.9853756728,-999,8,14,11,38,56.458130925893784,743137.4853756728,辛丑,38
M_1,上弦,1356415.0369305855,-999,8,21,12,53,10.802588313817978,743144.5369305855,戊申,45
M_2, 望 ,1356423.2219397891,-999,8,29,17,19,35.59778094291687,743152.7219397891,丙辰,53
M_3,下弦,1356430.7414646898,-999,9,6,5,47,42.549202144145966,743160.2414646898,甲子,1
M_0, 朔 ,1356437.412859087,-999,9,12,21,54,31.025126427412033,743166.9128590871,庚午,7
M_1,上弦,1356444.8007736828,-999,9,20,7,13,6.846191436052322,743174.3007736828,戊寅,15
S_2,秋分,1356448.3387734797,-999,9,23,20,7,50.02864480018616,743177.8387734797,辛巳,18
M_2, 望 ,1356452.9087988657,-999,9,28,9,48,40.222000032663345,743182.4087988657,丙戌,23
M_3,下弦,1356460.0750369204,-999,10,5,13,48,3.189920336008072,743189.5750369204,癸巳,30
M_0, 朔 ,1356466.93403519,-999,10,12,10,25,0.6404086947441101,743196.4340351899,庚子,37
M_1,上弦,1356474.685391088,-999,10,20,4,26,57.79000461101532,743204.185391088,戊申,45
M_2, 望 ,1356482.5347912523,-999,10,28,0,50,5.964202433824539,743212.0347912523,丙辰,53
M_3,下弦,1356489.4092462638,-999,11,3,21,49,18.877191692590714,743218.9092462638,壬戌,59
M_0, 朔 ,1356496.5492515326,-999,11,11,1,10,55.33242076635361,743226.0492515326,庚午,7
M_1,上弦,1356504.6110515282,-999,11,19,2,39,54.85204070806503,743234.1110515282,戊寅,15
M_2, 望 ,1356512.0832241822,-999,11,26,13,59,50.56934639811516,743241.5832241822,乙酉,22
M_3,下弦,1356518.7795483822,-999,12,3,6,42,32.9802180826664,743248.2795483822,壬辰,29
M_0, 朔 ,1356526.248682294,-999,12,10,17,58,6.150205135345459,743255.748682294,己亥,36
M_1,上弦,1356534.4718658642,-999,12,18,23,19,29.21067014336586,743263.9718658642,丁未,44
S_3,冬至,1356536.7624551672,-999,12,21,6,17,56.126450300216675,743266.2624551672,庚戌,47
M_2, 望 ,1356541.560613859,-999,12,26,1,27,17.03741580247879,743271.060613859,乙卯,52
M_3,下弦,1356548.2093334799,-998,1,1,17,1,26.412660777568817,743277.7093334799,辛酉,58
M_0, 朔 ,1356556.0055895608,-998,1,9,12,8,2.9380564391613007,743285.5055895608,己巳,6
M_1,上弦,1356564.1826779826,-998,1,17,16,23,3.377697318792343,743293.6826779826,丁丑,14
M_2, 望 ,1356570.9815912738,-998,1,24,11,33,29.486056119203568,743300.4815912738,甲申,21
M_3,下弦,1356577.7097736574,-998,1,31,5,2,4.443997442722321,743307.2097736574,辛卯,28
M_0, 朔 ,1356585.7687500706,-998,2,8,6,27,0.006099343299865723,743315.2687500706,己亥,36
M_1,上弦,1356593.7129103967,-998,2,16,5,6,35.45827880501747,743323.2129103967,丁未,44
M_2, 望 ,1356600.3602248183,-998,2,22,20,38,43.42430502176285,743329.8602248183,癸丑,50
M_3,下弦,1356607.2844883616,-998,3,1,18,49,39.79443892836571,743336.7844883616,庚申,57
M_0, 朔 ,1356615.4743139164,-998,3,9,23,23,0.7223774492740631,743344.9743139164,戊辰,5
M_1,上弦,1356623.0819345438,-998,3,17,13,57,59.14458364248276,743352.5819345438,丙子,13
S_0,春分,1356627.702231435,-998,3,22,4,51,12.795993089675903,743357.2022314351,辛巳,18
M_2, 望 ,1356629.7134397414,-998,3,24,5,7,21.193657368421555,743359.2134397414,癸未,20
M_3,下弦,1356636.9303525104,-998,3,31,10,19,42.45690017938614,743366.4303525104,庚寅,27
M_0, 朔 ,1356645.0758520875,-998,4,8,13,49,13.620357066392899,743374.5758520875,戊戌,35
M_1,上弦,1356652.3361069974,-998,4,15,20,3,59.64457958936691,743381.8361069974,乙巳,42
M_2, 望 ,1356659.068354057,-998,4,22,13,38,25.79051747918129,743388.5683540569,壬子,49
M_3,下弦,1356666.6318298113,-998,4,30,3,9,50.0956928730011,743396.1318298113,庚申,57
M_0, 朔 ,1356674.565201583,-998,5,8,1,33,53.41677859425545,743404.0652015831,戊辰,5
M_1,上弦,1356681.5309702493,-998,5,15,0,44,35.82954168319702,743411.0309702493,乙亥,12
M_2, 望 ,1356688.4638487638,-998,5,21,23,7,56.53319612145424,743417.9638487638,辛巳,18
M_3,下弦,1356696.3572058748,-998,5,29,20,34,22.5875785946846,743425.8572058748,己丑,26
M_0, 朔 ,1356703.968390843,-998,6,6,11,14,28.96882653236389,743433.4683908429,丁酉,34
M_1,上弦,1356710.7236057147,-998,6,13,5,21,59.533753395080566,743440.2236057147,甲辰,41
M_2, 望 ,1356717.9423833094,-998,6,20,10,37,1.9179287552833557,743447.4423833094,辛亥,48
S_1,夏至,1356721.952750795,-998,6,24,10,51,57.66869276762009,743451.452750795,乙卯,52
M_3,下弦,1356726.065815861,-998,6,28,13,34,46.49039939045906,743455.5658158611,己未,56
M_0, 朔 ,1356733.3272556083,-998,7,5,19,51,14.884555488824844,743462.8272556083,丙寅,3
M_1,上弦,1356739.970896618,-998,7,12,11,18,5.467793047428131,743469.470896618,癸酉,10
M_2, 望 ,1356747.5331112132,-998,7,20,0,47,40.80882400274277,743477.0331112132,辛巳,18
M_3,下弦,1356755.7230632992,-998,7,28,5,21,12.669050842523575,743485.2230632992,己丑,26
M_0, 朔 ,1356762.6817306443,-998,8,4,4,21,41.52766853570938,743492.1817306443,丙申,33
M_1,上弦,1356769.328162932,-998,8,10,19,52,33.277330845594406,743498.8281629321,壬寅,39
M_2, 望 ,1356777.2324479257,-998,8,18,17,34,43.500782400369644,743506.7324479257,庚戌,47
M_3,下弦,1356785.309976671,-998,8,26,19,26,21.984364986419678,743514.8099766709,戊午,55
M_0, 朔 ,1356792.0600703207,-998,9,2,13,26,30.07571116089821,743521.5600703207,乙丑,2
M_1,上弦,1356798.8425966115,-998,9,9,8,13,20.347231328487396,743528.3425966115,壬申,9
M_2, 望 ,1356806.9967436395,-998,9,17,11,55,18.650449812412262,743536.4967436395,庚辰,17
S_2,秋分,1356813.5817528889,-998,9,24,1,57,43.44959735870361,743543.0817528889,丁亥,24
M_3,下弦,1356814.8213175773,-998,9,25,7,42,41.838676035404205,743544.3213175773,戊子,25
M_0, 朔 ,1356821.479066236,-998,10,1,23,29,51.32278561592102,743550.979066236,甲午,31
M_1,上弦,1356828.5368416153,-998,10,9,0,53,3.1155650317668915,743558.0368416153,壬寅,39
M_2, 望 ,1356836.7605799905,-998,10,17,6,15,14.111175388097763,743566.2605799905,庚戌,47
M_3,下弦,1356844.2598229838,-998,10,24,18,14,8.705796897411346,743573.7598229838,丁巳,54
M_0, 朔 ,1356850.9514338658,-998,10,31,10,50,3.886006772518158,743580.4514338658,甲子,1
M_1,上弦,1356858.3859558995,-998,11,7,21,15,46.58971577882767,743587.8859558995,辛未,8
M_2, 望 ,1356866.4687244615,-998,11,15,23,14,57.79347404837608,743595.9687244615,己卯,16
M_3,下弦,1356873.6357869455,-998,11,23,3,15,31.99208825826645,743603.1357869455,丁亥,24
M_0, 朔 ,1356880.4909780605,-998,11,29,23,47,0.5044291913509369,743609.9909780605,癸巳,30
M_1,上弦,1356888.3093491113,-998,12,7,19,25,27.763214707374573,743617.8093491113,辛丑,38
M_2, 望 ,1356896.0918954967,-998,12,15,14,12,19.77091535925865,743625.5918954967,己酉,46
S_3,冬至,1356902.0103360943,-998,12,21,12,14,53.03854778409004,743631.5103360943,乙卯,52
M_3,下弦,1356902.971213275,-998,12,22,11,18,32.826968729496,743632.4712132751,丙辰,53
M_0, 朔 ,1356910.1059731373,-998,12,29,14,32,36.079063564538956,743639.6059731373,癸亥,60
M_1,上弦,1356918.2007951452,-997,1,6,16,49,8.700548708438873,743647.7007951452,辛未,8
M_2, 望 ,1356925.6201595063,-997,1,14,2,53,1.7813470959663391,743655.1201595063,己卯,16
M_3,下弦,1356932.3004123801,-997,1,20,19,12,35.62964379787445,743661.8004123801,乙酉,22
M_0, 朔 ,1356939.7839606372,-997,1,28,6,48,54.199051558971405,743669.2839606372,癸巳,30
M_1,上弦,1356947.976606811,-997,2,5,11,26,18.828464448451996,743677.4766068109,辛丑,38
M_2, 望 ,1356955.0541594375,-997,2,12,13,17,59.37540337443352,743684.5541594375,戊申,45
M_3,下弦,1356961.6633890392,-997,2,19,3,55,16.812989115715027,743691.1633890392,乙卯,52
M_0, 朔 ,1356969.4864280883,-997,2,26,23,40,27.386827021837234,743698.9864280883,壬戌,59
M_1,上弦,1356977.5981369237,-997,3,7,2,21,19.0302112698555,743707.0981369237,辛未,8
M_2, 望 ,1356984.4063871934,-997,3,13,21,45,11.853506416082382,743713.9063871934,丁丑,14
M_3,下弦,1356991.0957664065,-997,3,20,14,17,54.21752214431763,743720.5957664065,甲申,21
S_0,春分,1356992.9467687826,-997,3,22,10,43,20.822813808918,743722.4467687826,丙戌,23
M_0, 朔 ,1356999.1654492111,-997,3,28,15,58,14.81184259057045,743728.6654492111,壬辰,29
M_1,上弦,1357007.0641378583,-997,4,5,13,32,21.510960459709167,743736.5641378583,庚子,37
M_2, 望 ,1357013.7057991645,-997,4,12,4,56,21.0478113591671,743743.2057991645,丁未,44
M_3,下弦,1357020.6193980474,-997,4,19,2,51,55.9912995994091,743750.1193980474,甲寅,51
M_0, 朔 ,1357028.7877190406,-997,4,27,6,54,18.92511159181595,743758.2877190406,壬戌,59
M_1,上弦,1357036.396968111,-997,5,4,21,31,38.0447843670845,743765.8969681109,己巳,6
M_2, 望 ,1357042.9968509781,-997,5,11,11,55,27.924509346485138,743772.4968509781,丙子,13
M_3,下弦,1357050.2365249265,-997,5,18,17,40,35.75364947319031,743779.7365249265,癸未,20
M_0, 朔 ,1357058.3440848954,-997,5,26,20,15,28.934966772794724,743787.8440848954,辛卯,28
M_1,上弦,1357065.635168504,-997,6,3,3,14,38.55874300003052,743795.135168504,己亥,36
M_2, 望 ,1357072.3318953821,-997,6,9,19,57,55.761017203330994,743801.8318953821,乙巳,42
M_3,下弦,1357079.9306951016,-997,6,17,10,20,12.056779861450195,743809.4306951016,癸丑,50
S_1,夏至,1357087.1953481163,-997,6,24,16,41,18.077251464128494,743816.6953481163,庚申,57
M_0, 朔 ,1357087.842741204,-997,6,25,8,13,32.84002214670181,743817.342741204,辛酉,58
M_1,上弦,1357094.8305401348,-997,7,2,7,55,58.66764709353447,743824.3305401348,戊辰,5
M_2, 望 ,1357101.7592455447,-997,7,9,6,13,18.815059661865234,743831.2592455447,乙亥,12
M_3,下弦,1357109.6738424292,-997,7,17,4,10,19.985881447792053,743839.1738424292,癸未,20
M_0, 朔 ,1357117.2982822554,-997,7,24,19,9,31.586868166923523,743846.7982822554,庚寅,27
M_1,上弦,1357124.0450024903,-997,7,31,13,4,48.21516036987305,743853.5450024903,丁酉,34
M_2, 望 ,1357131.3091089672,-997,8,7,19,25,7.014765590429306,743860.8091089672,甲辰,41
M_3,下弦,1357139.432415527,-997,8,15,22,22,40.70153787732124,743868.9324155271,壬子,49
M_0, 朔 ,1357146.725913531,-997,8,23,5,25,18.929070979356766,743876.2259135309,庚申,57
M_1,上弦,1357153.3438895466,-997,8,29,20,15,12.056824564933777,743882.8438895466,丙寅,3
M_2, 望 ,1357160.9821984763,-997,9,6,11,34,21.9483545422554,743890.4821984763,甲戌,11
M_3,下弦,1357169.1672865087,-997,9,14,16,0,53.55435311794281,743898.6672865087,壬午,19
M_0, 朔 ,1357176.1418164088,-997,9,21,15,24,12.937723696231842,743905.6418164088,己丑,26
S_2,秋分,1357178.8240155415,-997,9,24,7,46,34.94278281927109,743908.3240155415,壬辰,29
M_1,上弦,1357182.7829405908,-997,9,28,6,47,26.067041158676147,743912.2829405908,丙申,33
M_2, 望 ,1357190.7481471116,-997,10,6,5,57,19.910443872213364,743920.2481471116,甲辰,41
M_3,下弦,1357198.833506675,-997,10,14,8,0,14.97671753168106,743928.333506675,壬子,49
M_0, 朔 ,1357205.5647509005,-997,10,21,1,33,14.477802515029907,743935.0647509005,己未,56
M_1,上弦,1357212.3891029404,-997,10,27,21,20,18.494054675102234,743941.8891029404,乙丑,2
M_2, 望 ,1357220.5545918602,-997,11,5,1,18,36.73671752214432,743950.0545918602,甲戌,11
M_3,下弦,1357228.3912875336,-997,11,12,21,23,27.242900133132935,743957.8912875336,辛巳,18
M_0, 朔 ,1357235.0140371942,-997,11,19,12,20,12.81357854604721,743964.5140371942,戊子,25
M_1,上弦,1357242.1447845534,-997,11,26,15,28,29.38541740179062,743971.6447845534,乙未,32
M_2, 望 ,1357250.3393674563,-997,12,4,20,8,41.348221600055695,743979.8393674563,癸卯,40
M_3,下弦,1357257.8257429858,-997,12,12,7,49,4.193974882364273,743987.3257429858,辛亥,48
M_0, 朔 ,1357264.5037186437,-997,12,19,0,5,21.290814131498337,743994.0037186437,戊午,55
S_3,冬至,1357267.2466565014,-997,12,21,17,55,11.121723800897598,743996.7466565014,庚申,57
M_1,上弦,1357271.9917769474,-997,12,26,11,48,9.52825516462326,744001.4917769474,乙丑,2
M_2, 望 ,1357280.0426719028,-996,1,3,13,1,26.852402240037918,744009.5426719028,癸酉,10
M_3,下弦,1357287.157051175,-996,1,10,15,46,9.221511483192444,744016.6570511749,庚辰,17
M_0, 朔 ,1357294.0371163404,-996,1,17,12,53,26.851807236671448,744023.5371163404,丁亥,24
M_1,上弦,1357301.8548213001,-996,1,25,8,30,56.56033158302307,744031.3548213001,乙未,32
M_2, 望 ,1357309.6232110723,-996,2,2,2,57,25.436646044254303,744039.1232110723,癸卯,40
M_3,下弦,1357316.4314407194,-996,2,8,22,21,16.478156447410583,744045.9314407194,己酉,46
M_0, 朔 ,1357323.607245463,-996,2,16,2,34,26.00799858570099,744053.107245463,丁巳,54
M_1,上弦,1357331.664304673,-996,2,24,3,56,35.92374488711357,744061.164304673,乙丑,2
M_2, 望 ,1357339.0726173797,-996,3,2,13,44,34.14160743355751,744068.5726173797,壬申,9
M_3,下弦,1357345.7030044594,-996,3,9,4,52,19.585290849208832,744075.2030044594,己卯,16
M_0, 朔 ,1357353.2036508603,-996,3,16,16,53,15.434334129095078,744082.7036508603,丙戌,23
S_0,春分,1357358.1807291578,-996,3,21,16,20,14.999230206012726,744087.6807291578,辛卯,28
M_1,上弦,1357361.3674016187,-996,3,24,20,49,3.4998594224452972,744090.8674016187,甲午,31
M_2, 望 ,1357368.4159125625,-996,3,31,21,58,54.8454013466835,744097.9159125625,辛丑,38
M_3,下弦,1357375.0194011433,-996,4,7,12,27,56.25878155231476,744104.5194011433,戊申,45
M_0, 朔 ,1357382.818163655,-996,4,15,7,38,9.339791983366013,744112.318163655,丙辰,53
M_1,上弦,1357390.9345531834,-996,4,23,10,25,45.39504423737526,744120.4345531834,甲子,1
M_2, 望 ,1357397.6989380172,-996,4,30,4,46,28.244690001010895,744127.1989380172,辛未,8
M_3,下弦,1357404.4160358282,-996,5,6,21,59,5.495554804801941,744133.9160358282,丁丑,14
M_0, 朔 ,1357412.4430803007,-996,5,14,22,38,2.1379803121089935,744141.9430803007,乙酉,22
M_1,上弦,1357420.3644388234,-996,5,22,20,44,47.5143438577652,744149.8644388234,癸巳,30
M_2, 望 ,1357426.9735938197,-996,5,29,11,21,58.506018072366714,744156.4735938197,庚子,37
M_3,下弦,1357433.9166351485,-996,6,5,9,59,57.276826947927475,744163.4166351485,丁未,44
M_0, 朔 ,1357442.0650332666,-996,6,13,13,33,38.87423023581505,744171.5650332666,乙卯,52
M_1,上弦,1357449.6830704615,-996,6,21,4,23,37.2878734767437,744179.1830704615,癸亥,60
S_1,夏至,1357452.4377051499,-996,6,23,22,30,17.72494912147522,744181.9377051499,乙丑,2
M_2, 望 ,1357456.2874392967,-996,6,27,18,53,54.75523665547371,744185.7874392967,己巳,6
M_3,下弦,1357463.5347330128,-996,7,5,0,50,0.9323045611381531,744193.0347330128,丁丑,14
M_0, 朔 ,1357471.6636729185,-996,7,13,3,55,41.34015440940857,744201.1636729185,乙酉,22
M_1,上弦,1357478.936405549,-996,7,20,10,28,25.439438670873642,744208.4364055491,壬辰,29
M_2, 望 ,1357485.6783419657,-996,7,27,4,16,48.74583274126053,744215.1783419657,己亥,36
M_3,下弦,1357493.2696062264,-996,8,3,18,28,13.977957218885422,744222.7696062264,丙午,43
M_0, 朔 ,1357501.2201771664,-996,8,11,17,17,3.3071766793727875,744230.7201771664,甲寅,51
M_1,上弦,1357508.1805226626,-996,8,18,16,19,57.158047556877136,744237.6805226626,辛酉,58
M_2, 望 ,1357515.1730776373,-996,8,25,16,9,13.907865285873413,744244.6730776373,戊辰,5
M_3,下弦,1357523.0945912674,-996,9,2,14,16,12.685503959655762,744252.5945912674,丙子,13
M_0, 朔 ,1357530.7295624148,-996,9,10,5,30,34.19263958930969,744260.2295624148,甲申,21
M_1,上弦,1357537.4715810046,-996,9,16,23,19,4.598793983459473,744266.9715810046,庚寅,27
S_2,秋分,1357544.0698137167,-996,9,23,13,40,31.905122101306915,744273.5698137167,丁酉,34
M_2, 望 ,1357544.7868503097,-996,9,24,6,53,3.8667578995227814,744274.2868503097,戊戌,35
M_3,下弦,1357552.9478437724,-996,10,2,10,44,53.701931834220886,744282.4478437724,丙午,43
M_0, 朔 ,1357560.2041710524,-996,10,9,16,54,0.3789304196834564,744289.7041710524,癸丑,50
M_1,上弦,1357566.8552194063,-996,10,16,8,31,30.956705063581467,744296.3552194063,庚申,57
M_2, 望 ,1357574.5174049218,-996,10,24,0,25,3.78524512052536,744304.0174049218,戊辰,5
M_3,下弦,1357582.7450098966,-996,11,1,5,52,48.85506436228752,744312.2450098966,丙子,13
M_0, 朔 ,1357589.663390029,-996,11,8,3,55,16.89850464463234,744319.163390029,癸未,20
M_1,上弦,1357596.3571619766,-996,11,14,20,34,18.79478082060814,744325.8571619766,己丑,26
M_2, 望 ,1357604.331201826,-996,11,22,19,56,55.837765485048294,744333.831201826,丁酉,34
M_3,下弦,1357612.4153574877,-996,11,30,21,58,6.886940896511078,744341.9153574877,乙巳,42
M_0, 朔 ,1357619.1190414438,-996,12,7,14,51,25.180744528770447,744348.6190414438,壬子,49
M_1,上弦,1357625.9795595645,-996,12,14,11,30,33.94637256860733,744355.4795595645,己未,56
S_3,冬至,1357632.4891564327,-996,12,20,23,44,23.115783780813217,744361.9891564327,乙丑,2
M_2, 望 ,1357634.1565845767,-996,12,22,15,45,28.907427191734314,744363.6565845767,丁卯,4
M_3,下弦,1357641.930928408,-996,12,30,10,20,32.21444562077522,744371.4309284079,乙亥,12
M_0, 朔 ,1357648.5711328292,-995,1,6,1,42,25.876441150903702,744378.0711328292,壬午,19
M_1,上弦,1357655.703184946,-995,1,13,4,52,35.179332196712494,744385.203184946,己丑,26
M_2, 望 ,1357663.9073125042,-995,1,21,9,46,31.800367087125778,744393.4073125042,丁酉,34
M_3,下弦,1357671.3065971492,-995,1,28,19,21,29.99369367957115,744400.8065971492,甲辰,41
M_0, 朔 ,1357678.0183197847,-995,2,4,12,26,22.829394936561584,744407.5183197847,辛亥,48
M_1,上弦,1357685.489678467,-995,2,11,23,45,8.219542354345322,744414.9896784669,戊午,55
M_2, 望 ,1357693.526275797,-995,2,20,0,37,50.22886499762535,744423.026275797,丁卯,4
M_3,下弦,1357700.5826552575,-995,2,27,1,59,1.4142519235610962,744430.0826552575,甲戌,11
M_0, 朔 ,1357707.471259364,-995,3,5,23,18,36.809043288230896,744436.9712593639,庚辰,17
M_1,上弦,1357715.2841032145,-995,3,13,18,49,6.517733484506607,744444.7841032145,戊子,25
M_2, 望 ,1357723.0072538536,-995,3,21,12,10,26.732951402664185,744452.5072538536,丙申,33
S_0,春分,1357723.426100463,-995,3,21,22,13,35.07999524474144,744452.9261004629,丙申,33
M_3,下弦,1357729.808808056,-995,3,28,7,24,41.0160331428051,744459.3088080559,癸卯,40
M_0, 朔 ,1357736.9542460404,-995,4,4,10,54,6.857893466949463,744466.4542460404,庚戌,47
M_1,上弦,1357745.026887724,-995,4,12,12,38,43.099348694086075,744474.526887724,戊午,55
M_2, 望 ,1357752.3819064593,-995,4,19,21,9,56.718087047338486,744481.8819064593,乙丑,2
M_3,下弦,1357759.0363595185,-995,4,26,12,52,21.462401300668716,744488.5363595185,壬申,9
M_0, 朔 ,1357766.4930474544,-995,5,3,23,49,59.30005967617035,744495.9930474544,己卯,16
M_1,上弦,1357774.6744678142,-995,5,12,4,11,14.019142985343933,744504.1744678142,戊子,25
M_2, 望 ,1357781.6955553964,-995,5,19,4,41,35.986247062683105,744511.1955553964,乙未,32
M_3,下弦,1357788.3163939368,-995,5,25,19,35,36.436135321855545,744517.8163939368,辛丑,38
M_0, 朔 ,1357796.0977301341,-995,6,2,14,20,43.883590400218964,744525.5977301341,己酉,46
M_1,上弦,1357804.2126899343,-995,6,10,17,6,16.41032338142395,744533.7126899343,丁巳,54
M_2, 望 ,1357810.9911166306,-995,6,17,11,47,12.476884871721268,744540.4911166306,甲子,1
S_1,夏至,1357817.6822248108,-995,6,24,4,22,24.22365501523018,744547.1822248108,辛未,8
M_3,下弦,1357817.6987153026,-995,6,24,4,46,9.002147018909454,744547.1987153026,辛未,8
M_0, 朔 ,1357825.752526244,-995,7,2,6,3,38.267474323511124,744555.2525262439,己卯,16
M_1,上弦,1357833.6535984254,-995,7,10,3,41,10.90395838022232,744563.1535984254,丁亥,24
M_2, 望 ,1357840.3045384272,-995,7,16,19,18,32.12010607123375,744569.8045384272,癸巳,30
M_3,下弦,1357847.2259606614,-995,7,23,17,25,23.00114706158638,744576.7259606614,庚子,37
M_0, 朔 ,1357855.4220228342,-995,7,31,22,7,42.77287378907204,744584.9220228342,戊申,45
M_1,上弦,1357863.0232828436,-995,8,8,12,33,31.637690663337708,744592.5232828436,丙辰,53
M_2, 望 ,1357869.6678383858,-995,8,15,4,1,41.236532628536224,744599.1678383858,癸亥,60
M_3,下弦,1357876.9187431575,-995,8,22,10,2,59.408810287714005,744606.4187431575,庚午,7
M_0, 朔 ,1357885.0709849293,-995,8,30,13,42,13.097894489765167,744614.5709849293,戊寅,15
M_1,上弦,1357892.3520041923,-995,9,6,20,26,53.16221505403519,744621.8520041923,乙酉,22
M_2, 望 ,1357899.113254393,-995,9,13,14,43,5.179553925991058,744628.613254393,壬辰,29
M_3,下弦,1357906.755153683,-995,9,21,6,7,25.278212428092957,744636.255153683,庚子,37
S_2,秋分,1357909.3118089095,-995,9,23,19,29,0.28978273272514343,744638.8118089095,壬寅,39
M_0, 朔 ,1357914.6805869676,-995,9,29,4,20,2.7140021324157715,744644.1805869676,戊申,45
M_1,上弦,1357921.671102176,-995,10,6,4,6,23.22800248861313,744651.171102176,乙卯,52
M_2, 望 ,1357928.670341291,-995,10,13,4,5,17.48754233121872,744658.170341291,壬戌,59
M_3,下弦,1357936.6631663307,-995,10,21,3,54,57.57096916437149,744666.1631663307,庚午,7
M_0, 朔 ,1357944.2469276742,-995,10,28,17,55,34.551047533750534,744673.7469276742,丁丑,14
M_1,上弦,1357951.0140659828,-995,11,4,12,20,15.300911664962769,744680.5140659828,甲申,21
M_2, 望 ,1357958.35030284,-995,11,11,20,24,26.165366023778915,744687.8503028399,辛卯,28
M_3,下弦,1357966.544962905,-995,11,20,1,4,44.79500189423561,744696.0449629051,庚子,37
M_0, 朔 ,1357973.7677177156,-995,11,27,6,25,30.810626596212387,744703.2677177156,丁未,44
M_1,上弦,1357980.4154671151,-995,12,3,21,58,16.35874629020691,744709.9154671151,癸丑,50
M_2, 望 ,1357988.1248939617,-995,12,11,14,59,50.83829149603844,744717.6248939617,辛酉,58
M_3,下弦,1357996.3178646676,-995,12,19,19,37,43.507282733917236,744725.8178646676,己巳,6
S_3,冬至,1357997.7334462113,-995,12,21,5,36,9.752658158540726,744727.2334462113,辛未,8
M_0, 朔 ,1358003.2357415769,-995,12,26,17,39,28.07224228978157,744732.7357415769,丙子,13
M_1,上弦,1358009.9037765271,-994,1,2,9,41,26.291945725679398,744739.4037765271,癸未,20
M_2, 望 ,1358017.9251146112,-994,1,10,10,12,9.902404546737671,744747.4251146112,辛卯,28
M_3,下弦,1358025.9369536615,-994,1,18,10,29,12.79635339975357,744755.4369536615,己亥,36
M_0, 朔 ,1358032.6478870925,-994,1,25,3,32,57.4447962641716,744762.1478870925,丙午,43
M_1,上弦,1358039.490422352,-994,1,31,23,46,12.49121144413948,744768.990422352,壬子,49
M_2, 望 ,1358047.6736815698,-994,2,9,4,10,6.087626516819,744777.1736815698,辛酉,58
