年序,分至,Season,JD,年,月,日,時,分,秒,子輿紀,子輿日,年干支
482,春分,0,801459.9347925758,-2518,3,22,10,26,6.078547015786171,0,188189.43479257578,壬戌
482,夏至,1,801554.1207405732,-2518,6,24,14,53,51.98552057147026,0,188283.62074057315,壬戌
482,秋分,2,801644.4375717179,-2518,9,22,22,30,6.1964258551597595,0,188373.9375717179,壬戌
483,冬至,3,801732.9160668065,-2518,12,20,9,59,8.172084242105484,0,188462.41606680653,癸亥
483,春分,0,801825.1761912942,-2517,3,22,16,13,42.927820309996605,0,188554.67619129422,癸亥
483,夏至,1,801919.3598449461,-2517,6,24,20,38,10.603340417146683,0,188648.85984494607,癸亥
483,秋分,2,802009.6723804448,-2517,9,23,4,8,13.670433014631271,0,188739.17238044483,癸亥
484,冬至,3,802098.1544209735,-2517,12,20,15,42,21.97211042046547,0,188827.6544209735,甲子
484,春分,0,802190.4188543204,-2516,3,21,22,3,9.01328444480896,0,188919.91885432042,甲子
484,夏至,1,802284.6057712256,-2516,6,24,2,32,18.63389566540718,0,189014.10577122564,甲子
484,秋分,2,802374.918055343,-2516,9,22,10,1,59.98163312673569,0,189104.41805534298,甲子
485,冬至,3,802463.4009835685,-2516,12,19,21,37,24.98031958937645,0,189192.9009835685,乙丑
485,春分,0,802555.6574923219,-2515,3,22,3,46,47.33661353588104,0,189285.15749232192,乙丑
485,夏至,1,802649.8423652538,-2515,6,24,8,13,0.3579311817884445,0,189379.34236525383,乙丑
485,秋分,2,802740.158649074,-2515,9,22,15,48,27.27999620139599,0,189469.65864907403,乙丑
486,冬至,3,802828.64041088,-2515,12,20,3,22,11.500029936432838,0,189558.14041087998,丙寅
486,春分,0,802920.8939600332,-2514,3,22,9,27,18.146867975592613,0,189650.3939600332,丙寅
486,夏至,1,803015.0842914492,-2514,6,24,14,1,22.78120793402195,0,189744.58429144917,丙寅
486,秋分,2,803105.3985645769,-2514,9,22,21,33,55.97944155335426,0,189834.89856457687,丙寅
487,冬至,3,803193.8755598615,-2514,12,20,9,0,48.37203696370125,0,189923.37555986154,丁卯
487,春分,0,803286.1369989221,-2513,3,22,15,17,16.706869304180145,0,190015.6369989221,丁卯
487,夏至,1,803380.3321287336,-2513,6,24,19,58,15.92258557677269,0,190109.83212873363,丁卯
487,秋分,2,803470.6474376692,-2513,9,23,3,32,18.61462064087391,0,190200.14743766922,丁卯
488,冬至,3,803559.122199755,-2513,12,20,14,55,58.058835938572884,0,190288.62219975505,戊辰
488,春分,0,803651.380400207,-2512,3,21,21,7,46.577885672450066,0,190380.880400207,戊辰
488,夏至,1,803745.5660684159,-2512,6,24,1,35,8.311131969094276,0,190475.06606841588,戊辰
488,秋分,2,803835.8861178732,-2512,9,22,9,16,0.5842486023902893,0,190565.38611787325,戊辰
489,冬至,3,803924.3635636414,-2512,12,19,20,43,31.898620426654816,0,190653.86356364144,己巳
489,春分,0,804016.6180824593,-2511,3,22,2,50,2.324485033750534,0,190746.11808245932,己巳
489,夏至,1,804110.8073879717,-2511,6,24,7,22,38.320752158761024,0,190840.30738797167,己巳
489,秋分,2,804201.1334281771,-2511,9,22,15,12,8.194501250982285,0,190930.6334281771,己巳
490,冬至,3,804289.6068708841,-2511,12,20,2,33,53.644384145736694,0,191019.10687088408,庚午
490,春分,0,804381.8579778754,-2510,3,22,8,35,29.288433864712715,0,191111.3579778754,庚午
490,夏至,1,804476.0533706492,-2510,6,24,13,16,51.22409328818321,0,191205.55337064923,庚午
490,秋分,2,804566.379559532,-2510,9,22,21,6,33.94356831908226,0,191295.87955953204,庚午
491,冬至,3,804654.8556112566,-2510,12,20,8,32,4.812566488981247,0,191384.35561125656,辛未
491,春分,0,804747.1025418297,-2509,3,22,14,27,39.61408540606499,0,191476.6025418297,辛未
491,夏至,1,804841.2939160104,-2509,6,24,19,3,14.34329979121685,0,191570.7939160104,辛未
491,秋分,2,804931.6158780789,-2509,9,23,2,46,51.86601296067238,0,191661.11587807885,辛未
492,冬至,3,805020.0983817602,-2509,12,20,14,21,40.18407963216305,0,191749.59838176018,壬申
492,春分,0,805112.3496194868,-2508,3,21,20,23,27.123662531375885,0,191841.84961948683,壬申
492,夏至,1,805206.5409406766,-2508,6,24,0,58,57.27445676922798,0,191936.04094067658,壬申
492,秋分,2,805296.8650280278,-2508,9,22,8,45,38.42160142958164,0,192026.3650280278,壬申
493,冬至,3,805385.3473765932,-2508,12,19,20,20,13.337648659944534,0,192114.84737659316,癸酉
493,春分,0,805477.5942126276,-2507,3,22,2,15,39.9710264056921,0,192207.09421262762,癸酉
493,夏至,1,805571.779763852,-2507,6,24,6,42,51.59681394696236,0,192301.279763852,癸酉
493,秋分,2,805662.110111389,-2507,9,22,14,38,33.624006137251854,0,192391.61011138896,癸酉
494,冬至,3,805750.5909706629,-2507,12,20,2,10,59.86527353525162,0,192480.0909706629,甲戌
494,春分,0,805842.8367303695,-2506,3,22,8,4,53.50392334163189,0,192572.33673036948,甲戌
494,夏至,1,805937.0229064778,-2506,6,24,12,32,59.11968156695366,0,192666.5229064778,甲戌
494,秋分,2,806027.3506043281,-2506,9,22,20,24,52.2139473259449,0,192756.8506043281,甲戌
495,冬至,3,806115.8285620988,-2506,12,20,7,53,7.765335291624069,0,192845.3285620988,乙亥
495,春分,0,806208.0823911899,-2505,3,22,13,58,38.598805367946625,0,192937.58239118988,乙亥
495,夏至,1,806302.2730056865,-2505,6,24,18,33,7.691310793161392,0,193031.77300568647,乙亥
495,秋分,2,806392.5979459372,-2505,9,23,2,21,2.5289730727672577,0,193122.0979459372,乙亥
496,冬至,3,806481.0776339187,-2505,12,20,13,51,47.570578157901764,0,193210.57763391873,丙子
496,春分,0,806573.3292105864,-2504,3,21,19,54,3.7946632504463196,0,193302.82921058638,丙子
496,夏至,1,806667.5114981466,-2504,6,24,0,16,33.4398639947176,0,193397.01149814657,丙子
496,秋分,2,806757.83508472,-2504,9,22,8,2,31.3198122382164,0,193487.33508472005,丙子
497,冬至,3,806846.3196108915,-2504,12,19,19,40,14.381026849150658,0,193575.8196108915,丁丑
497,春分,0,806938.567719691,-2503,3,22,1,37,30.981299579143524,0,193668.06771969097,丁丑
497,夏至,1,807032.7546777425,-2503,6,24,6,6,44.15695086121559,0,193762.2546777425,丁丑
497,秋分,2,807123.0791427884,-2503,9,22,13,53,57.936919927597046,0,193852.57914278843,丁丑
498,冬至,3,807211.5568477147,-2503,12,20,1,21,51.64255030453205,0,193941.0568477147,戊寅
498,春分,0,807303.806073432,-2502,3,22,7,20,44.744522497057915,0,194033.30607343197,戊寅
498,夏至,1,807398.0020785322,-2502,6,24,12,2,59.5851856470108,0,194127.50207853224,戊寅
498,秋分,2,807488.3266701659,-2502,9,22,19,50,24.30233135819435,0,194217.82667016587,戊寅
499,冬至,3,807576.8007862538,-2502,12,20,7,13,7.932325154542923,0,194306.30078625376,己卯
499,春分,0,807669.0493084937,-2501,3,22,13,11,0.2538585662841797,0,194398.54930849373,己卯
499,夏至,1,807763.2411354613,-2501,6,24,17,47,14.10385251045227,0,194492.74113546126,己卯
499,秋分,2,807853.5643340114,-2501,9,23,1,32,38.458585292100906,0,194583.0643340114,己卯
500,冬至,3,807942.0386842443,-2501,12,20,12,55,42.31870472431183,0,194671.53868424427,庚辰
500,春分,0,808034.2900384979,-2500,3,22,18,57,39.32621732354164,0,194763.7900384979,庚辰
500,夏至,1,808128.4838829804,-2500,6,24,23,36,47.489508390426636,0,194857.98388298042,庚辰
500,秋分,2,808218.81234395,-2500,9,23,7,29,46.51728294789791,0,194948.31234395003,庚辰
501,冬至,3,808307.2846785281,-2500,12,20,18,49,56.22482657432556,0,195036.78467852809,辛巳
501,春分,0,808399.5282330643,-2499,3,23,0,40,39.336758852005005,0,195129.02823306434,辛巳
501,夏至,1,808493.7202973665,-2499,6,25,5,17,13.692465350031853,0,195223.2202973665,辛巳
501,秋分,2,808584.0562503891,-2499,9,23,13,21,0.033616796135902405,0,195313.55625038908,辛巳
502,冬至,3,808672.529697546,-2499,12,21,0,42,45.86797758936882,0,195402.02969754604,壬午
502,春分,0,808764.7659837919,-2498,3,23,6,23,0.9996206313371658,0,195494.2659837919,壬午
502,夏至,1,808858.9597523441,-2498,6,25,11,2,2.602526843547821,0,195588.45975234406,壬午
502,秋分,2,808949.2927840058,-2498,9,23,19,1,36.53809703886509,0,195678.79278400575,壬午
503,冬至,3,809037.7664367822,-2498,12,21,6,23,40.137982070446014,0,195767.2664367822,癸未
503,春分,0,809130.0069844779,-2497,3,23,12,10,3.4588873386383057,0,195859.50698447786,癸未
503,夏至,1,809224.2056504865,-2497,6,25,16,56,8.202035129070282,0,195953.70565048652,癸未
503,秋分,2,809314.5372709571,-2497,9,24,0,53,40.21069675683975,0,196044.03727095714,癸未
504,冬至,3,809403.0141085973,-2497,12,21,12,20,18.98280680179596,0,196132.5141085973,甲申
504,春分,0,809495.2535217132,-2496,3,22,18,5,4.2760200798511505,0,196224.7535217132,甲申
504,夏至,1,809589.4412273552,-2496,6,24,22,35,22.043485566973686,0,196318.94122735516,甲申
504,秋分,2,809679.7752839443,-2496,9,23,6,36,24.532789885997772,0,196409.27528394433,甲申
505,冬至,3,809768.2558305408,-2496,12,20,18,8,23.75872403383255,0,196497.7558305408,乙酉
505,春分,0,809860.4925844972,-2495,3,22,23,49,19.300558269023895,0,196589.9925844972,乙酉
505,夏至,1,809954.6796646449,-2495,6,25,4,18,43.02531749010086,0,196684.17966464488,乙酉
505,秋分,2,810045.0174408616,-2495,9,23,12,25,6.890438497066498,0,196774.51744086156,乙酉
506,冬至,3,810133.4909321929,-2495,12,20,23,46,56.54146537184715,0,196862.9909321929,丙戌
506,春分,0,810225.730902808,-2494,3,23,5,32,30.00261291861534,0,196955.23090280802,丙戌
506,夏至,1,810319.9256656754,-2494,6,25,10,12,57.51435711979866,0,197049.42566567543,丙戌
506,秋分,2,810410.2641999252,-2494,9,23,18,20,26.87354050576687,0,197139.76419992524,丙戌
507,冬至,3,810498.7375027777,-2494,12,21,5,42,0.23999467492103577,0,197228.23750277772,丁亥
507,春分,0,810590.9774275869,-2493,3,23,11,27,29.74350929260254,0,197320.4774275869,丁亥
507,夏至,1,810685.1666707217,-2493,6,25,16,0,0.3503568470478058,0,197414.66667072172,丁亥
507,秋分,2,810775.4999213977,-2493,9,23,23,59,53.20875741541386,0,197504.99992139766,丁亥
508,冬至,3,810863.9778078492,-2493,12,21,11,28,2.5981691479682922,0,197593.47780784918,戊子
508,春分,0,810956.2193962676,-2492,3,22,17,15,55.837516486644745,0,197685.71939626755,戊子
508,夏至,1,811050.4116939894,-2492,6,24,21,52,50.360685512423515,0,197779.91169398942,戊子
508,秋分,2,811140.7454373094,-2492,9,23,5,53,25.783530324697495,0,197870.24543730938,戊子
509,冬至,3,811229.2238356329,-2492,12,20,17,22,19.398682862520218,0,197958.7238356329,己丑
509,春分,0,811321.4602231192,-2491,3,22,23,2,43.27750235795975,0,198050.96022311924,己丑
509,夏至,1,811415.654134913,-2491,6,25,3,41,57.25648306310177,0,198145.154134913,己丑
509,秋分,2,811505.9921436936,-2491,9,23,11,48,41.215128153562546,0,198235.4921436936,己丑
510,冬至,3,811594.4691241591,-2491,12,20,23,15,32.32734426856041,0,198323.96912415908,庚寅
510,春分,0,811686.7020782788,-2490,3,23,4,50,59.56328473985195,0,198416.20207827876,庚寅
510,夏至,1,811780.8971430758,-2490,6,25,9,31,53.16175125539303,0,198510.39714307582,庚寅
510,秋分,2,811871.2324605496,-2490,9,23,17,34,44.5914825797081,0,198600.73246054957,庚寅
511,冬至,3,811959.7046634693,-2490,12,21,4,54,42.92375095188618,0,198689.20466346934,辛卯
511,春分,0,812051.9450442237,-2489,3,23,10,40,51.82092636823654,0,198781.44504422368,辛卯
511,夏至,1,812146.1455715732,-2489,6,25,15,29,37.383922040462494,0,198875.64557157317,辛卯
511,秋分,2,812236.4829713285,-2489,9,23,23,35,28.722786158323288,0,198965.98297132854,辛卯
512,冬至,3,812324.953660427,-2489,12,21,10,53,16.26089371740818,0,199054.453660427,壬辰
512,春分,0,812417.1930391301,-2488,3,22,16,37,58.580838069319725,0,199146.69303913007,壬辰
512,夏至,1,812511.3845142237,-2488,6,24,21,13,42.02892489731312,0,199240.88451422367,壬辰
512,秋分,2,812601.7259856556,-2488,9,23,5,25,25.160640478134155,0,199331.22598565556,壬辰
513,冬至,3,812690.1999533485,-2488,12,20,16,47,55.969309732317924,0,199419.6999533485,癸巳
513,春分,0,812782.4328430421,-2487,3,22,22,23,17.63883501291275,0,199511.93284304207,癸巳
513,夏至,1,812876.6246367325,-2487,6,25,2,59,28.61368864774704,0,199606.1246367325,癸巳
513,秋分,2,812966.9697554077,-2487,9,23,11,16,26.8672214448452,0,199696.46975540766,癸巳
514,冬至,3,813055.4396750067,-2487,12,20,22,33,7.920575961470604,0,199784.93967500667,甲午
514,春分,0,813147.6710267434,-2486,3,23,4,6,16.710626855492592,0,199877.17102674337,甲午
514,夏至,1,813241.8728763214,-2486,6,25,8,56,56.51417165994644,0,199971.37287632143,甲午
514,秋分,2,813332.2176954912,-2486,9,23,17,13,28.890435844659805,0,200061.71769549116,甲午
515,冬至,3,813420.6897562509,-2486,12,21,4,33,14.940081238746643,0,200150.18975625094,乙未
515,春分,0,813512.9193656833,-2485,3,23,10,3,53.19504037499428,0,200242.41936568334,乙未
515,夏至,1,813607.1149168904,-2485,6,25,14,45,28.819330036640167,0,200336.6149168904,乙未
515,秋分,2,813697.4542105703,-2485,9,23,22,54,3.7932752072811127,0,200426.95421057031,乙未
516,冬至,3,813785.9314485333,-2485,12,21,10,21,17.15327851474285,0,200515.43144853332,丙申
516,春分,0,813878.1628423359,-2484,3,22,15,54,29.577819854021072,0,200607.66284233588,丙申
516,夏至,1,813972.3570053483,-2484,6,24,20,34,5.262094214558601,0,200701.8570053483,丙申
516,秋分,2,814062.6993676804,-2484,9,23,4,47,5.367582589387894,0,200792.19936768035,丙申
517,冬至,3,814151.1749345184,-2484,12,20,16,11,54.34239037334919,0,200880.6749345184,丁酉
517,春分,0,814243.4033147972,-2483,3,22,21,40,46.398478746414185,0,200972.9033147972,丁酉
517,夏至,1,814337.5971390759,-2483,6,25,2,19,52.8161546587944,0,201067.09713907586,丁酉
517,秋分,2,814427.9462076561,-2483,9,23,10,42,32.341483533382416,0,201157.44620765606,丁酉
518,冬至,3,814516.4189056602,-2483,12,20,22,3,13.44903789460659,0,201245.91890566016,戊戌
518,春分,0,814608.6451602239,-2482,3,23,3,29,1.8433483690023422,0,201338.14516022394,戊戌
518,夏至,1,814702.837222271,-2482,6,25,8,5,36.004215851426125,0,201432.33722227102,戊戌
518,秋分,2,814793.1823467991,-2482,9,23,16,22,34.76343892514706,0,201522.68234679906,戊戌
519,冬至,3,814881.6529852255,-2482,12,21,3,40,17.923487350344658,0,201611.15298522555,己亥
519,春分,0,814973.8849709049,-2481,3,23,9,14,21.48618422448635,0,201703.3849709049,己亥
519,夏至,1,815068.082612562,-2481,6,25,13,58,57.725356221199036,0,201797.582612562,己亥
519,秋分,2,815158.4267571863,-2481,9,23,22,14,31.820896491408348,0,201887.9267571863,己亥
520,冬至,3,815246.8990458247,-2481,12,21,9,34,37.559250220656395,0,201976.39904582466,庚子
520,春分,0,815339.129061738,-2480,3,22,15,5,50.934165716171265,0,202068.62906173803,庚子
520,夏至,1,815433.3206544146,-2480,6,24,19,41,44.54142093658447,0,202162.8206544146,庚子
520,秋分,2,815523.6643693257,-2480,9,23,3,56,41.50974355638027,0,202253.16436932574,庚子
521,冬至,3,815612.1414693941,-2480,12,20,15,23,42.955649346113205,0,202341.6414693941,辛丑
521,春分,0,815704.3659556226,-2479,3,22,20,46,58.565795570611954,0,202433.86595562263,辛丑
521,夏至,1,815798.5584987515,-2479,6,25,1,24,14.29212860763073,0,202528.0584987515,辛丑
521,秋分,2,815888.904045906,-2479,9,23,9,41,49.566281363368034,0,202618.40404590603,辛丑
522,冬至,3,815977.3747753176,-2479,12,20,20,59,40.587441846728325,0,202706.8747753176,壬寅
522,春分,0,816069.600623105,-2478,3,23,2,24,53.8362680375576,0,202799.10062310495,壬寅
522,夏至,1,816163.8042433532,-2478,6,25,7,18,6.6257160902023315,0,202893.3042433532,壬寅
522,秋分,2,816254.1515532639,-2478,9,23,15,38,14.20199990272522,0,202983.6515532639,壬寅
523,冬至,3,816342.6187255778,-2478,12,21,2,50,57.88992494344711,0,203072.11872557783,癸卯
523,春分,0,816434.8463656068,-2477,3,23,8,18,45.98842419683933,0,203164.34636560676,癸卯
523,夏至,1,816529.0444284659,-2477,6,25,13,3,58.619452714920044,0,203258.5444284659,癸卯
523,秋分,2,816619.3901197177,-2477,9,23,21,21,46.34360834956169,0,203348.8901197177,癸卯
524,冬至,3,816707.8593892249,-2477,12,21,8,37,31.22903175652027,0,203437.3593892249,甲辰
524,春分,0,816800.087172248,-2476,3,22,14,5,31.68223164975643,0,203529.58717224805,甲辰
524,夏至,1,816894.2840171872,-2476,6,24,18,48,59.08497355878353,0,203623.7840171872,甲辰
524,秋分,2,816984.6352870286,-2476,9,23,3,14,48.79927285015583,0,203714.13528702862,甲辰
525,冬至,3,817073.1033571064,-2476,12,20,14,28,50.05399703979492,0,203802.60335710645,乙巳
525,春分,0,817165.3240789508,-2475,3,22,19,46,40.421348959207535,0,203894.8240789508,乙巳
525,夏至,1,817259.5241157806,-2475,6,25,0,34,43.60344395041466,0,203989.0241157806,乙巳
525,秋分,2,817349.8829029836,-2475,9,23,9,11,22.8177809715271,0,204079.38290298358,乙巳
526,冬至,3,817438.3522273526,-2475,12,20,20,27,12.44326114654541,0,204167.85222735256,丙午
526,春分,0,817530.5676396987,-2474,3,23,1,37,24.06997114419937,0,204260.06763969874,丙午
526,夏至,1,817624.7665537903,-2474,6,25,6,23,50.247482657432556,0,204354.2665537903,丙午
526,秋分,2,817715.1201598519,-2474,9,23,14,53,1.8112000823020935,0,204444.62015985185,丙午
527,冬至,3,817803.5913009259,-2474,12,21,2,11,28.40000107884407,0,204533.09130092594,丁未
527,春分,0,817895.8102825367,-2473,3,23,7,26,48.411167934536934,0,204625.31028253667,丁未
527,夏至,1,817990.0124169762,-2473,6,25,12,17,52.82673977315426,0,204719.51241697615,丁未
527,秋分,2,818080.365561317,-2473,9,23,20,46,24.497784823179245,0,204809.86556131695,丁未
528,冬至,3,818168.8392857845,-2473,12,21,8,8,34.291782304644585,0,204898.33928578452,戊申
528,春分,0,818261.0596112658,-2472,3,22,13,25,50.41336342692375,0,204990.55961126578,戊申
528,夏至,1,818355.2534925529,-2472,6,24,18,5,1.7565708607435226,0,205084.7534925529,戊申
528,秋分,2,818445.6090577793,-2472,9,23,2,37,2.5921321660280228,0,205175.1090577793,戊申
529,冬至,3,818534.0859626352,-2472,12,20,14,3,47.17168405652046,0,205263.58596263523,己酉
529,春分,0,818626.303785737,-2471,3,22,19,17,27.08767868578434,0,205355.80378573702,己酉
529,夏至,1,818720.4939046218,-2471,6,24,23,51,13.359324038028717,0,205449.9939046218,己酉
529,秋分,2,818810.8517276249,-2471,9,23,8,26,29.266790449619293,0,205540.3517276249,己酉
530,冬至,3,818899.3214695689,-2471,12,20,19,42,54.970751255750656,0,205628.82146956888,庚戌
530,春分,0,818991.5421445768,-2470,3,23,1,0,41.291434317827225,0,205721.0421445768,庚戌
530,夏至,1,819085.7423985053,-2470,6,25,5,49,3.2308606803417206,0,205815.24239850533,庚戌
530,秋分,2,819176.1000257584,-2470,9,23,14,24,2.2255240380764008,0,205905.60002575838,庚戌
531,冬至,3,819264.5690613089,-2470,12,21,1,39,26.897086054086685,0,205994.06906130887,辛亥
531,春分,0,819356.7921154515,-2469,3,23,7,0,38.77501264214516,0,206086.29211545154,辛亥
531,夏至,1,819450.9880338958,-2469,6,25,11,42,46.128601133823395,0,206180.48803389585,辛亥
531,秋分,2,819541.3391962973,-2469,9,23,20,8,26.56009018421173,0,206270.83919629734,辛亥
532,冬至,3,819629.8133595302,-2469,12,21,7,31,14.263407289981842,0,206359.31335953018,壬子
532,春分,0,819722.0351942494,-2468,3,22,12,50,40.783144533634186,0,206451.53519424936,壬子
532,夏至,1,819816.2311310973,-2468,6,24,17,32,49.72680687904358,0,206545.7311310973,壬子
532,秋分,2,819906.5824739079,-2468,9,23,1,58,45.74563845992088,0,206636.08247390785,壬子
533,冬至,3,819995.0552145855,-2468,12,20,13,19,30.540187507867813,0,206724.5552145855,癸丑
533,春分,0,820087.2718202702,-2467,3,22,18,31,25.27134731411934,0,206816.77182027022,癸丑
533,夏至,1,820181.4742919011,-2467,6,24,23,22,58.820255398750305,0,206910.9742919011,癸丑
533,秋分,2,820271.831235595,-2467,9,23,7,56,58.755412101745605,0,207001.33123559505,癸丑
534,冬至,3,820360.3007935327,-2467,12,20,19,13,8.561229407787323,0,207089.80079353275,甲寅
534,春分,0,820452.5159502426,-2466,3,23,0,22,58.100964054465294,0,207182.01595024264,甲寅
534,夏至,1,820546.7182182102,-2466,6,25,5,14,14.053357243537903,0,207276.21821821015,甲寅
534,秋分,2,820637.071656398,-2466,9,23,13,43,11.112788021564484,0,207366.571656398,甲寅
535,冬至,3,820725.5362059601,-2466,12,21,0,52,8.194951638579369,0,207455.0362059601,乙卯
535,春分,0,820817.7552714027,-2465,3,23,6,7,35.449189245700836,0,207547.25527140265,乙卯
535,夏至,1,820911.9604796728,-2465,6,25,11,3,5.4437269270420074,0,207641.46047967277,乙卯
535,秋分,2,821002.317241081,-2465,9,23,19,36,49.62940156459808,0,207731.81724108104,乙卯
536,冬至,3,821090.7804527647,-2465,12,21,6,43,51.11887089908123,0,207820.2804527647,丙辰
536,春分,0,821182.9983896164,-2464,3,22,11,57,40.8628548681736,0,207912.49838961638,丙辰
536,夏至,1,821277.1984502,-2464,6,24,16,45,46.097282320261,0,208006.69845020003,丙辰
536,秋分,2,821367.5615368088,-2464,9,23,1,28,36.7802844196558,0,208097.06153680885,丙辰
537,冬至,3,821456.0284697964,-2464,12,20,12,40,59.7904097288847,0,208185.5284697964,丁巳
537,春分,0,821548.237955058,-2463,3,22,17,42,39.31701064109802,0,208277.737955058,丁巳
537,夏至,1,821642.4350963035,-2463,6,24,22,26,32.32061952352524,0,208371.93509630347,丁巳
537,秋分,2,821732.800463298,-2463,9,23,7,12,40.02894602715969,0,208462.300463298,丁巳
538,冬至,3,821821.2639859575,-2463,12,20,18,20,8.386726677417755,0,208550.76398595748,戊午
538,春分,0,821913.470827191,-2462,3,22,23,17,59.46930415928364,0,208642.97082719102,戊午
538,夏至,1,822007.6784336935,-2462,6,25,4,16,56.67111665010452,0,208737.17843369348,戊午
538,秋分,2,822098.0439202266,-2462,9,23,13,3,14.707580655813217,0,208827.54392022663,戊午
539,冬至,3,822186.5107286214,-2462,12,21,0,15,26.952888071537018,0,208916.0107286214,己未
539,春分,0,822278.7192277418,-2461,3,23,5,15,41.27689339220524,0,209008.21922774182,己未
539,夏至,1,822372.9207991378,-2461,6,25,10,5,57.045505195856094,0,209102.4207991378,己未
539,秋分,2,822463.2815476875,-2461,9,23,18,45,25.720198452472687,0,209192.78154768748,己未
540,冬至,3,822551.7539040374,-2461,12,21,6,5,37.30883225798607,0,209281.2539040374,庚申
540,春分,0,822643.9624972292,-2460,3,22,11,5,59.76060479879379,0,209373.46249722922,庚申
540,夏至,1,822738.1584184432,-2460,6,24,15,48,7.353489920496941,0,209467.65841844317,庚申
540,秋分,2,822828.5224952328,-2460,9,23,0,32,23.58811005949974,0,209558.02249523276,庚申
541,冬至,3,822916.9925980456,-2460,12,20,11,49,20.47114133834839,0,209646.49259804562,辛酉
541,春分,0,823009.1985550688,-2459,3,22,16,45,55.157945305109024,0,209738.6985550688,辛酉
541,夏至,1,823103.398174765,-2459,6,24,21,33,22.299700677394867,0,209832.89817476505,辛酉
541,秋分,2,823193.7695622408,-2459,9,23,6,28,10.177605673670769,0,209923.2695622408,辛酉
542,冬至,3,823282.2372279686,-2459,12,20,17,41,36.49649038910866,0,210011.73722796864,壬戌
542,春分,0,823374.4438524311,-2458,3,22,22,39,8.850050568580627,0,210103.94385243114,壬戌
542,夏至,1,823468.6417770351,-2458,6,25,3,24,9.535831063985825,0,210198.14177703508,壬戌
542,秋分,2,823559.0071076669,-2458,9,23,12,10,14.102422446012497,0,210288.50710766693,壬戌
543,冬至,3,823647.4741846982,-2458,12,20,23,22,49.55792382359505,0,210376.9741846982,癸亥
543,春分,0,823739.6845152194,-2457,3,23,4,25,42.11495742201805,0,210469.18451521941,癸亥
543,夏至,1,823833.8849879927,-2457,6,25,9,14,22.962569296360016,0,210563.3849879927,癸亥
543,秋分,2,823924.2487315417,-2457,9,23,17,58,10.40520116686821,0,210653.74873154168,癸亥
544,冬至,3,824012.7182151673,-2457,12,21,5,14,13.79045382142067,0,210742.2182151673,甲子
544,春分,0,824104.9279014748,-2456,3,22,10,16,10.687419176101685,0,210834.42790147476,甲子
544,夏至,1,824199.1269180371,-2456,6,24,15,2,45.718403086066246,0,210928.62691803707,甲子
544,秋分,2,824289.4919741673,-2456,9,22,23,48,26.568054109811783,0,211018.9919741673,甲子
545,冬至,3,824377.9648384638,-2456,12,20,11,9,22.043273448944092,0,211107.4648384638,乙丑
545,春分,0,824470.1704591669,-2455,3,22,16,5,27.672017365694046,0,211199.67045916687,乙丑
545,夏至,1,824564.3685986149,-2455,6,24,20,50,46.920330449938774,0,211293.86859861494,乙丑
545,秋分,2,824654.733561708,-2455,9,23,5,36,19.731572046875954,0,211384.233561708,乙丑
546,冬至,3,824743.1990531028,-2455,12,20,16,46,38.18807803094387,0,211472.69905310275,丙寅
546,春分,0,824835.4054977412,-2454,3,22,21,43,55.004838556051254,0,211564.9054977412,丙寅
546,夏至,1,824929.6144825774,-2454,6,25,2,44,51.29468947649002,0,211659.11448257742,丙寅
546,秋分,2,825019.9818157342,-2454,9,23,11,33,48.87943312525749,0,211749.48181573418,丙寅
547,冬至,3,825108.4439399923,-2454,12,20,22,39,16.415338441729546,0,211837.94393999234,丁卯
547,春分,0,825200.6541862362,-2453,3,23,3,42,1.6908082365989685,0,211930.1541862362,丁卯
547,夏至,1,825294.8600353573,-2453,6,25,8,38,27.054870575666428,0,212024.3600353573,丁卯
547,秋分,2,825385.2263174981,-2453,9,23,17,25,53.83183881640434,0,212114.72631749813,丁卯
548,冬至,3,825473.690610698,-2453,12,21,4,34,28.764303624629974,0,212203.19061069796,戊辰
548,春分,0,825565.898686235,-2452,3,22,9,34,6.4907001703977585,0,212295.39868623496,戊辰
548,夏至,1,825660.100007821,-2452,6,24,14,24,0.6757336109876633,0,212389.600007821,戊辰
548,秋分,2,825750.4711733563,-2452,9,22,23,18,29.37798321247101,0,212479.9711733563,戊辰
549,冬至,3,825838.9342528739,-2452,12,20,10,25,19.448303058743477,0,212568.43425287388,己巳
549,春分,0,825931.1338268638,-2451,3,22,15,12,42.64103539288044,0,212660.63382686384,己巳
549,夏至,1,826025.3418482568,-2451,6,24,20,12,15.689384490251541,0,212754.84184825676,己巳
549,秋分,2,826115.7202723366,-2451,9,23,5,17,11.529884040355682,0,212845.22027233662,己巳
550,冬至,3,826204.1840173214,-2451,12,20,16,24,59.096572771668434,0,212933.68401732144,庚午
550,春分,0,826296.3806932075,-2450,3,22,21,8,11.89312756061554,0,213025.8806932075,庚午
550,夏至,1,826390.5882702789,-2450,6,25,2,7,6.552095264196396,0,213120.08827027888,庚午
550,秋分,2,826480.960059394,-2450,9,23,11,2,29.131642654538155,0,213210.460059394,庚午
551,冬至,3,826569.4260327206,-2450,12,20,22,13,29.22705978155136,0,213298.9260327206,辛未
551,春分,0,826661.6246400261,-2449,3,23,2,59,28.898257613182068,0,213391.12464002613,辛未
