年序,分至,Season,JD,年,月,日,時,分,秒,子輿紀,子輿日,年干支
4955,秋分,2,2435374.320390351,1955,9,23,19,41,21.72633647918701,1,208463.82039035112,乙未
4956,冬至,3,2435464.132904946,1955,12,22,15,11,22.98732340335846,1,208553.63290494587,丙申
4956,春分,0,2435553.139425134,1956,3,20,15,20,46.33156210184097,1,208642.63942513382,丙申
4956,夏至,1,2435645.933487913,1956,6,21,10,24,13.355692327022552,1,208735.4334879131,丙申
4956,秋分,2,2435739.5663441056,1956,9,23,1,35,32.13072717189789,1,208829.06634410564,丙申
4957,冬至,3,2435829.374978206,1956,12,21,20,59,58.11700880527496,1,208918.87497820612,丁酉
4957,春分,0,2435918.38678334,1957,3,20,21,16,58.08057725429535,1,209007.88678334,丁酉
4957,夏至,1,2436011.181258331,1957,6,21,16,21,0.719802975654602,1,209100.68125833105,丁酉
4957,秋分,2,2436104.8101172936,1957,9,23,7,26,34.134168326854706,1,209194.31011729361,丁酉
4958,冬至,3,2436194.617443886,1957,12,22,2,49,7.151760756969452,1,209284.11744388612,戊戌
4958,春分,0,2436283.6293796655,1958,3,21,3,6,18.40309739112854,1,209373.12937966548,戊戌
4958,夏至,1,2436376.4148625974,1958,6,21,21,57,24.128412008285522,1,209465.91486259736,戊戌
4958,秋分,2,2436470.048157339,1958,9,23,13,9,20.79408824443817,1,209559.54815733898,戊戌
4959,冬至,3,2436559.8612573864,1958,12,22,8,40,12.638184428215027,1,209649.3612573864,己亥
4959,春分,0,2436648.8715497674,1959,3,21,8,55,1.8999069929122925,1,209738.37154976744,己亥
4959,夏至,1,2436741.659915605,1959,6,22,3,50,16.70828014612198,1,209831.1599156051,己亥
4959,秋分,2,2436835.2978846794,1959,9,23,19,8,57.236300110816956,1,209924.7978846794,己亥
4960,冬至,3,2436925.1075310865,1959,12,22,14,34,50.685877203941345,1,210014.60753108654,庚子
4960,春分,0,2437014.1133188847,1960,3,20,14,43,10.751641988754272,1,210103.61331888475,庚子
4960,夏至,1,2437106.9047296955,1960,6,21,9,42,48.645693361759186,1,210196.40472969553,庚子
4960,秋分,2,2437200.5412368854,1960,9,23,0,59,22.866894900798798,1,210290.04123688536,庚子
4961,冬至,3,2437290.3517047972,1960,12,21,20,26,27.294481694698334,1,210379.85170479724,辛丑
4961,春分,0,2437379.3559987755,1961,3,20,20,32,38.29419940710068,1,210468.85599877546,辛丑
4961,夏至,1,2437472.146274675,1961,6,21,15,30,38.13193291425705,1,210561.64627467515,辛丑
4961,秋分,2,2437565.7798430542,1961,9,23,6,42,58.43988686800003,1,210655.27984305425,辛丑
4962,冬至,3,2437655.5972260023,1961,12,22,2,20,0.3265947103500366,1,210745.09722600225,壬寅
4962,春分,0,2437744.6042212425,1962,3,21,2,30,4.715350270271301,1,210834.10422124248,壬寅
4962,夏至,1,2437837.392120813,1962,6,21,21,24,39.23824489116669,1,210926.89212081302,壬寅
4962,秋分,2,2437931.0248292144,1962,9,23,12,35,45.24412751197815,1,211020.52482921444,壬寅
4963,冬至,3,2438020.844314032,1962,12,22,8,15,48.732344806194305,1,211110.34431403177,癸卯
4963,春分,0,2438109.847384947,1963,3,21,8,20,14.059410989284515,1,211199.3473849469,癸卯
4963,夏至,1,2438202.6281785117,1963,6,22,3,4,34.62341487407684,1,211292.12817851175,癸卯
4963,秋分,2,2438296.2667042483,1963,9,23,18,24,3.2470500469207764,1,211385.76670424826,癸卯
4964,冬至,3,2438386.0850287746,1963,12,22,14,2,26.48612290620804,1,211475.58502877457,甲辰
4964,春分,0,2438475.09057057,1964,3,20,14,10,25.297245383262634,1,211564.59057056997,甲辰
4964,夏至,1,2438567.873173528,1964,6,21,8,57,22.192809283733368,1,211657.37317352789,甲辰
4964,秋分,2,2438661.5119586284,1964,9,23,0,17,13.225496113300323,1,211751.01195862843,甲辰
4965,冬至,3,2438751.32646028,1964,12,21,19,50,6.168191134929657,1,211840.82646028,乙巳
4965,春分,0,2438840.3370321463,1965,3,20,20,5,19.57743912935257,1,211929.8370321463,乙巳
4965,夏至,1,2438933.1224038,1965,6,21,14,56,15.688321888446808,1,212022.62240380002,乙巳
4965,秋分,2,2439026.7545679538,1965,9,23,6,6,34.671204686164856,1,212116.25456795376,乙巳
4966,冬至,3,2439116.5701463413,1965,12,22,1,41,0.6438919901847839,1,212206.07014634134,丙午
4966,春分,0,2439205.578821056,1966,3,21,1,53,30.13924330472946,1,212295.07882105606,丙午
4966,夏至,1,2439298.3569186833,1966,6,21,20,33,57.774235010147095,1,212387.85691868328,丙午
4966,秋分,2,2439391.9887049664,1966,9,23,11,43,44.109095335006714,1,212481.48870496638,丙午
4967,冬至,3,2439481.8116403776,1966,12,22,7,28,45.72862654924393,1,212571.31164037762,丁未
4967,春分,0,2439570.8176458306,1967,3,21,7,37,24.599761068820953,1,212660.31764583057,丁未
4967,夏至,1,2439663.5996145755,1967,6,22,2,23,26.699323654174805,1,212753.0996145755,丁未
4967,秋分,2,2439757.235176542,1967,9,23,17,38,39.253215193748474,1,212846.73517654184,丁未
4968,冬至,3,2439847.0534171183,1967,12,22,13,16,55.239018201828,1,212936.55341711827,戊申
4968,春分,0,2439936.057382657,1968,3,20,13,22,37.861581444740295,1,213025.5573826572,戊申
4968,夏至,1,2440028.842985536,1968,6,21,8,13,53.950307965278625,1,213118.34298553597,戊申
4968,秋分,2,2440122.476950477,1968,9,22,23,26,48.52120220661163,1,213211.97695047688,戊申
4969,冬至,3,2440212.291938383,1968,12,21,19,0,23.47630262374878,1,213301.79193838313,己酉
4969,春分,0,2440301.2977298168,1969,3,20,19,8,43.8561674952507,1,213390.79772981675,己酉
4969,夏至,1,2440394.08033746,1969,6,21,13,55,41.15655720233917,1,213483.58033746015,己酉
4969,秋分,2,2440487.7135671014,1969,9,23,5,7,32.19756066799164,1,213577.2135671014,己酉
4970,冬至,3,2440577.5307955835,1969,12,22,0,44,20.738414525985718,1,213667.0307955835,庚戌
4970,春分,0,2440666.5395611557,1970,3,21,0,56,58.083854019641876,1,213756.03956115572,庚戌
4970,夏至,1,2440759.3217347153,1970,6,21,19,43,17.879397869110107,1,213848.82173471525,庚戌
4970,秋分,2,2440852.958070374,1970,9,23,10,59,37.28032171726227,1,213942.4580703741,庚戌
4971,冬至,3,2440942.775231219,1970,12,22,6,36,19.977312684059143,1,214032.2752312189,辛亥
4971,春分,0,2441031.7769480813,1971,3,21,6,38,48.31422686576843,1,214121.27694808133,辛亥
4971,夏至,1,2441124.5557382237,1971,6,22,1,20,15.78252911567688,1,214214.05573822372,辛亥
4971,秋分,2,2441218.1983088176,1971,9,23,16,45,33.881838619709015,1,214307.69830881758,辛亥
4972,冬至,3,2441308.0170768467,1971,12,22,12,24,35.43955296278,1,214397.51707684668,壬子
4972,春分,0,2441397.0153449,1972,3,20,12,22,5.79936683177948,1,214486.51534490008,壬子
4972,夏至,1,2441489.7964330954,1972,6,21,7,6,51.81943863630295,1,214579.29643309535,壬子
4972,秋分,2,2441583.4398920583,1972,9,22,22,33,26.67383372783661,1,214672.93989205826,壬子
4973,冬至,3,2441673.2594447136,1972,12,21,18,13,36.02325439453125,1,214762.7594447136,癸丑
4973,春分,0,2441762.259134274,1973,3,20,18,13,9.201271533966064,1,214851.75913427398,癸丑
4973,夏至,1,2441855.0425683623,1973,6,21,13,1,17.906504273414612,1,214944.54256836232,癸丑
4973,秋分,2,2441948.6818345226,1973,9,23,4,21,50.502755641937256,1,215038.18183452263,癸丑
4974,冬至,3,2442038.5058555435,1973,12,22,0,8,25.918961763381958,1,215128.00585554354,甲寅
4974,春分,0,2442127.505105609,1974,3,21,0,7,21.124624013900757,1,215217.00510560907,甲寅
4974,夏至,1,2442220.2766285734,1974,6,21,18,38,20.708743929862976,1,215309.77662857343,甲寅
4974,秋分,2,2442313.916083953,1974,9,23,9,59,9.65352863073349,1,215403.41608395288,甲寅
4975,冬至,3,2442403.7477019685,1974,12,22,5,56,41.450081169605255,1,215493.24770196853,乙卯
4975,春分,0,2442492.74820738,1975,3,21,5,57,25.117637515068054,1,215582.24820738006,乙卯
4975,夏至,1,2442585.518877911,1975,6,22,0,27,11.051503121852875,1,215675.01887791092,乙卯
4975,秋分,2,2442679.1638541208,1975,9,23,15,55,56.99603408575058,1,215768.66385412076,乙卯
4976,冬至,3,2442768.9905005414,1975,12,22,11,46,19.246777296066284,1,215858.4905005414,丙辰
4976,春分,0,2442857.993302496,1976,3,20,11,50,21.335667371749878,1,215947.49330249615,丙辰
4976,夏至,1,2442950.7673380114,1976,6,21,6,24,58.004186153411865,1,216040.2673380114,丙辰
4976,秋分,2,2443044.4089983366,1976,9,22,21,48,57.45628595352173,1,216133.90899833664,丙辰
4977,冬至,3,2443134.233272114,1976,12,21,17,35,54.71063554286957,1,216223.73327211384,丁巳
4977,春分,0,2443223.238232014,1977,3,20,17,43,3.245989680290222,1,216312.73823201377,丁巳
4977,夏至,1,2443316.010101228,1977,6,21,12,14,32.74610102176666,1,216405.51010122802,丁巳
4977,秋分,2,2443409.645858157,1977,9,23,3,30,2.144761383533478,1,216499.14585815696,丁巳
4978,冬至,3,2443499.474960653,1977,12,21,23,23,56.60042881965637,1,216588.9749606531,戊午
4978,春分,0,2443588.482191141,1978,3,20,23,34,21.314602196216583,1,216677.98219114123,戊午
4978,夏至,1,2443681.257198523,1978,6,21,18,10,21.952369809150696,1,216770.7571985228,戊午
4978,秋分,2,2443774.8932041717,1978,9,23,9,26,12.840432822704315,1,216864.39320417168,戊午
4979,冬至,3,2443864.7234572247,1978,12,22,5,21,46.70421123504639,1,216954.22345722467,己未
4979,春分,0,2443953.724132102,1979,3,21,5,22,45.01361131668091,1,217043.22413210198,己未
4979,夏至,1,2444046.4979161797,1979,6,21,23,56,59.957926869392395,1,217135.9979161797,己未
4979,秋分,2,2444140.1369581567,1979,9,23,15,17,13.18473994731903,1,217229.6369581567,己未
4980,冬至,3,2444229.9656881904,1979,12,22,11,10,35.45965254306793,1,217319.46568819042,庚申
4980,春分,0,2444318.9656418636,1980,3,20,11,10,31.457018852233887,1,217408.46564186364,庚申
4980,夏至,1,2444411.741566876,1980,6,21,5,47,51.378082036972046,1,217501.24156687595,庚申
4980,秋分,2,2444505.381616322,1980,9,22,21,9,31.65020853281021,1,217594.88161632186,庚申
4981,冬至,3,2444595.2062046165,1980,12,21,16,56,56.07886254787445,1,217684.70620461646,辛酉
4981,春分,0,2444684.210900777,1981,3,20,17,3,41.82713449001312,1,217773.71090077702,辛酉
4981,夏至,1,2444776.9899531496,1981,6,21,11,45,31.95212334394455,1,217866.48995314958,辛酉
4981,秋分,2,2444870.6292067524,1981,9,23,3,6,3.4634077548980713,1,217960.1292067524,辛酉
4982,冬至,3,2444960.452362191,1981,12,21,22,51,24.09329652786255,1,218049.95236219093,壬戌
4982,春分,0,2445049.456044334,1982,3,20,22,56,42.230456471443176,1,218138.956044334,壬戌
4982,夏至,1,2445142.224904471,1982,6,21,17,23,51.74630105495453,1,218231.72490447108,壬戌
4982,秋分,2,2445235.8660156904,1982,9,23,8,47,3.7556487321853638,1,218325.36601569038,壬戌
4983,冬至,3,2445325.693767471,1982,12,22,4,39,1.5094748139381409,1,218415.19376747077,癸亥
4983,春分,0,2445414.694182799,1983,3,21,4,39,37.393850684165955,1,218504.1941827992,癸亥
4983,夏至,1,2445507.4649696546,1983,6,21,23,9,33.37815463542938,1,218596.96496965457,癸亥
4983,秋分,2,2445601.112843061,1983,9,23,14,42,29.640458822250366,1,218690.61284306087,癸亥
4984,冬至,3,2445690.9380640606,1983,12,22,10,30,48.734839260578156,1,218780.43806406064,甲子
4984,春分,0,2445779.9341824944,1984,3,20,10,25,13.367517292499542,1,218869.4341824944,甲子
4984,夏至,1,2445872.710504443,1984,6,21,5,3,7.583868205547333,1,218962.21050444292,甲子
4984,秋分,2,2445966.356798086,1984,9,22,20,33,47.35461741685867,1,219055.85679808585,甲子
4985,冬至,3,2446056.1831351724,1984,12,21,16,23,42.87889122962952,1,219145.68313517235,乙丑
4985,春分,0,2446145.176829452,1985,3,20,16,14,38.06466668844223,1,219234.67682945216,乙丑
4985,夏至,1,2446237.9479395202,1985,6,21,10,45,1.9745483994483948,1,219327.44793952024,乙丑
4985,秋分,2,2446331.5891345227,1985,9,23,2,8,21.22276246547699,1,219421.0891345227,乙丑
4986,冬至,3,2446421.422617171,1985,12,21,22,8,34.123570919036865,1,219510.92261717096,丙寅
4986,春分,0,2446510.4191686297,1986,3,20,22,3,36.169604659080505,1,219599.91916862968,丙寅
4986,夏至,1,2446603.1881080675,1986,6,21,16,30,52.53703147172928,1,219692.6881080675,丙寅
4986,秋分,2,2446696.8331828075,1986,9,23,7,59,46.99457198381424,1,219786.33318280755,丙寅
4987,冬至,3,2446786.668780251,1986,12,22,4,3,2.6136812567710876,1,219876.16878025094,丁卯
4987,春分,0,2446875.661721287,1987,3,21,3,52,52.71918207406998,1,219965.16172128683,丁卯
4987,夏至,1,2446968.424768621,1987,6,21,22,11,40.0088632106781,1,220057.9247686211,丁卯
4987,秋分,2,2447062.073744037,1987,9,23,13,46,11.4848130941391,1,220151.5737440372,丁卯
4988,冬至,3,2447151.907502291,1987,12,22,9,46,48.19792449474335,1,220241.4075022908,戊辰
4988,春分,0,2447240.902451641,1988,3,20,9,39,31.821776032447815,1,220330.40245164093,戊辰
4988,夏至,1,2447333.664900797,1988,6,21,3,57,27.428856790065765,1,220423.16490079695,戊辰
4988,秋分,2,2447427.3123422884,1988,9,22,19,29,46.373721063137054,1,220516.81234228844,戊辰
4989,冬至,3,2447517.145008569,1988,12,21,15,28,48.74037176370621,1,220606.64500856912,己巳
4989,春分,0,2447606.1452672197,1989,3,20,15,29,11.087786257266998,1,220695.64526721975,己巳
4989,夏至,1,2447698.9124660124,1989,6,21,9,53,57.06347197294235,1,220788.4124660124,己巳
4989,秋分,2,2447792.5559299854,1989,9,23,1,20,32.35073536634445,1,220882.05592998536,己巳
4990,冬至,3,2447882.3909394536,1989,12,21,21,22,57.168792486190796,1,220971.89093945362,庚午
4990,春分,0,2447971.389032862,1990,3,20,21,20,12.439289689064026,1,221060.88903286215,庚午
4990,夏至,1,2448064.1484313877,1990,6,21,15,33,44.4718998670578,1,221153.64843138773,庚午
4990,秋分,2,2448157.7892007614,1990,9,23,6,56,26.945781111717224,1,221247.28920076136,庚午
4991,冬至,3,2448247.6305154404,1990,12,22,3,7,56.53404772281647,1,221337.13051544037,辛未
4991,春分,0,2448336.627004817,1991,3,21,3,2,53.21619987487793,1,221426.12700481713,辛未
4991,夏至,1,2448429.3887080606,1991,6,21,21,19,44.37643647193909,1,221518.8887080606,辛未
4991,秋分,2,2448523.034061543,1991,9,23,12,49,2.91733056306839,1,221612.53406154318,辛未
4992,冬至,3,2448612.8712553135,1991,12,22,8,54,36.45908743143082,1,221702.3712553135,壬申
4992,春分,0,2448701.8673713817,1992,3,20,8,49,0.8873811364173889,1,221791.36737138173,壬申
4992,夏至,1,2448794.6355011975,1992,6,21,3,15,7.303467392921448,1,221884.13550119754,壬申
4992,秋分,2,2448888.2803811952,1992,9,22,18,43,44.935269355773926,1,221977.78038119525,壬申
4993,冬至,3,2448978.1140334066,1992,12,21,14,44,12.486330270767212,1,222067.6140334066,癸酉
4993,春分,0,2449067.112232959,1993,3,20,14,41,36.9276487827301,1,222156.6122329589,癸酉
4993,夏至,1,2449159.875500868,1993,6,21,9,0,43.275001645088196,1,222249.37550086807,癸酉
4993,秋分,2,2449253.5162950023,1993,9,23,0,23,27.888199388980865,1,222343.0162950023,癸酉
4994,冬至,3,2449343.351942459,1993,12,21,20,26,47.82846808433533,1,222432.85194245912,甲戌
4994,春分,0,2449432.3534753313,1994,3,20,20,29,0.2686268091201782,1,222521.85347533133,甲戌
4994,夏至,1,2449525.117040422,1994,6,21,14,48,32.292444705963135,1,222614.6170404218,甲戌
4994,秋分,2,2449618.764040273,1994,9,23,6,20,13.079600036144257,1,222708.26404027315,甲戌
4995,冬至,3,2449708.5998077253,1994,12,22,2,23,43.3874648809433,1,222798.0998077253,乙亥
4995,春分,0,2449797.5940505243,1995,3,21,2,15,25.96529871225357,1,222887.0940505243,乙亥
4995,夏至,1,2449890.357910884,1995,6,21,20,35,23.500384390354156,1,222979.85791088408,乙亥
4995,秋分,2,2449984.0097261476,1995,9,23,12,14,0.33915549516677856,1,223073.50972614763,乙亥
4996,冬至,3,2450073.8457060605,1995,12,22,8,17,49.00362968444824,1,223163.34570606053,丙子
4996,春分,0,2450162.836179884,1996,3,20,8,4,5.941990613937378,1,223252.33617988415,丙子
4996,夏至,1,2450255.600528435,1996,6,21,2,24,45.65677106380463,1,223345.10052843485,丙子
4996,秋分,2,2450349.2507856917,1996,9,22,18,1,7.8837597370147705,1,223438.75078569166,丙子
4997,冬至,3,2450439.088137878,1996,12,21,14,6,55.11266827583313,1,223528.5881378781,丁丑
4997,春分,0,2450528.08034267,1997,3,20,13,55,41.606685519218445,1,223617.58034266997,丁丑
4997,夏至,1,2450620.847894866,1997,6,21,8,20,58.11642408370972,1,223710.34789486602,丁丑
4997,秋分,2,2450714.4977879757,1997,9,22,23,56,48.88110101222992,1,223803.9977879757,丁丑
4998,冬至,3,2450804.3389436565,1997,12,21,20,8,4.731924533843994,1,223893.83894365653,戊寅
4998,春分,0,2450893.3302627313,1998,3,20,19,55,34.69998389482498,1,223982.8302627313,戊寅
4998,夏至,1,2450986.085850937,1998,6,21,14,3,37.52094179391861,1,224075.58585093683,戊寅
4998,秋分,2,2451079.7348922705,1998,9,23,5,38,14.692173600196838,1,224169.23489227053,戊寅
4999,冬至,3,2451169.581606876,1998,12,22,1,57,30.83409547805786,1,224259.0816068761,己卯
4999,春分,0,2451258.5742194927,1999,3,21,1,46,52.564171850681305,1,224348.07421949273,己卯
4999,夏至,1,2451351.3265082757,1999,6,21,19,50,10.315020382404327,1,224440.8265082757,己卯
4999,秋分,2,2451444.980948567,1999,9,23,11,32,33.956182301044464,1,224534.48094856692,己卯
5000,冬至,3,2451534.8228247114,1999,12,22,7,44,52.05506891012192,1,224624.32282471145,庚辰
5000,春分,0,2451623.816881133,2000,3,20,7,36,18.529872000217438,1,224713.31688113278,庚辰
5000,夏至,1,2451716.575535047,2000,6,21,1,48,46.22804939746857,1,224806.07553504687,庚辰
5000,秋分,2,2451810.228235266,2000,9,22,17,28,39.526997208595276,1,224899.72823526617,庚辰
5001,冬至,3,2451900.0683984905,2000,12,21,13,38,29.62958335876465,1,224989.56839849055,辛巳
5001,春分,0,2451989.0637327046,2001,3,20,13,31,46.505678594112396,1,225078.5637327046,辛巳
5001,夏至,1,2452081.818604424,2001,6,21,7,38,47.42224484682083,1,225171.31860442413,辛巳
5001,秋分,2,2452175.4621824506,2001,9,22,23,5,32.56372958421707,1,225264.96218245057,辛巳
5002,冬至,3,2452265.307332796,2001,12,21,19,22,33.55357825756073,1,225354.80733279604,壬午
5002,春分,0,2452354.303617157,2002,3,20,19,17,12.522368431091309,1,225443.80361715704,壬午
5002,夏至,1,2452447.0593563146,2002,6,21,13,25,28.385581076145172,1,225536.5593563146,壬午
5002,秋分,2,2452540.705876418,2002,9,23,4,56,27.72250860929489,1,225630.20587641792,壬午
5003,冬至,3,2452630.5523875584,2002,12,22,1,15,26.285044848918915,1,225720.0523875584,癸未
5003,春分,0,2452719.542243666,2003,3,21,1,0,49.85274374485016,1,225809.04224366602,癸未
5003,夏至,1,2452812.299672267,2003,6,21,19,11,31.68386310338974,1,225901.79967226693,癸未
5003,秋分,2,2452905.9499240457,2003,9,23,10,47,53.43754917383194,1,225995.4499240457,癸未
5004,冬至,3,2452995.7950569997,2003,12,22,7,4,52.92477071285248,1,226085.29505699966,甲申
5004,春分,0,2453084.7845166433,2004,3,20,6,49,42.23797827959061,1,226174.28451664327,甲申
5004,夏至,1,2453177.540236409,2004,6,21,0,57,56.42572224140167,1,226267.04023640882,甲申
5004,秋分,2,2453271.1881276895,2004,9,22,16,30,54.23237532377243,1,226360.68812768953,甲申
5005,冬至,3,2453361.029634983,2004,12,21,12,42,40.46251505613327,1,226450.5296349828,乙酉
5005,春分,0,2453450.023949584,2005,3,20,12,34,29.244056940078735,1,226539.523949584,乙酉
5005,夏至,1,2453542.7827739534,2005,6,21,6,47,11.669573485851288,1,226632.2827739534,乙酉
5005,秋分,2,2453636.4334993553,2005,9,22,22,24,14.344300925731659,1,226725.93349935533,乙酉
5006,冬至,3,2453726.2750099264,2005,12,21,18,36,0.8576416969299316,1,226815.7750099264,丙戌
5006,春分,0,2453815.268505927,2006,3,20,18,26,38.912107944488525,1,226904.76850592718,丙戌
5006,夏至,1,2453908.018705568,2006,6,21,12,26,56.161058843135834,1,226997.5187055678,丙戌
5006,秋分,2,2454001.6697610454,2006,9,23,4,4,27.354319989681244,1,227091.16976104537,丙戌
5007,冬至,3,2454091.5160941007,2006,12,22,0,23,10.53029716014862,1,227181.01609410066,丁亥
5007,春分,0,2454180.5059038247,2007,3,21,0,8,30.090453922748566,1,227270.0059038247,丁亥
5007,夏至,1,2454273.2552129696,2007,6,21,18,7,30.400574505329132,1,227362.7552129696,丁亥
5007,秋分,2,2454366.911325408,2007,9,23,9,52,18.51526379585266,1,227456.41132540815,丁亥
5008,冬至,3,2454456.756176914,2007,12,22,6,8,53.68537724018097,1,227546.2561769141,戊子
5008,春分,0,2454545.742622944,2008,3,20,5,49,22.622366845607758,1,227635.24262294406,戊子
5008,夏至,1,2454638.500310176,2008,6,21,0,0,26.799210906028748,1,227728.00031017605,戊子
5008,秋分,2,2454732.1566459993,2008,9,22,15,45,34.21433866024017,1,227821.6566459993,戊子
5009,冬至,3,2454822.0033648442,2008,12,21,12,4,50.72254300117493,1,227911.50336484425,己丑
5009,春分,0,2454910.9893941022,2009,3,20,11,44,43.6504340171814,1,228000.48939410225,己丑
5009,夏至,1,2455003.740709124,2009,6,21,5,46,37.268325090408325,1,228093.24070912413,己丑
5009,秋分,2,2455097.388670281,2009,9,22,21,19,41.11228197813034,1,228186.88867028104,己丑
5010,冬至,3,2455187.2415901693,2009,12,21,17,47,53.390623927116394,1,228276.74159016926,庚寅
5010,春分,0,2455276.2314604633,2010,3,20,17,33,18.184025287628174,1,228365.73146046326,庚寅
5010,夏至,1,2455368.9788274546,2010,6,21,11,29,30.692078769207,1,228458.47882745462,庚寅
5010,秋分,2,2455462.632035868,2010,9,23,3,10,7.898975908756256,1,228552.13203586778,庚寅
5011,冬至,3,2455552.4858056465,2010,12,21,23,39,33.60785901546478,1,228641.98580564652,辛卯
5011,春分,0,2455641.47349078,2011,3,20,23,21,49.603410959243774,1,228730.97349078022,辛卯
5011,夏至,1,2455734.2205605498,2011,6,21,17,17,36.4314991235733,1,228823.72056054976,辛卯
5011,秋分,2,2455827.8789869887,2011,9,23,9,5,44.475822150707245,1,228917.37898698868,辛卯
5012,冬至,3,2455917.729965286,2011,12,22,5,31,9.000698626041412,1,229007.22996528586,壬辰
5012,春分,0,2456006.7191185053,2012,3,20,5,15,31.838853657245636,1,229096.21911850525,壬辰
5012,夏至,1,2456099.4652225813,2012,6,20,23,9,55.23102343082428,1,229188.9652225813,壬辰
5012,秋分,2,2456193.1181162037,2012,9,22,14,50,5.239999294281006,1,229282.6181162037,壬辰
5013,冬至,3,2456282.9671726055,2012,12,21,11,12,43.713110983371735,1,229372.46717260545,癸巳
5013,春分,0,2456371.9604389076,2013,3,20,11,3,1.9216176867485046,1,229461.4604389076,癸巳
5013,夏至,1,2456464.7118542353,2013,6,21,5,5,4.20592725276947,1,229554.21185423527,癸巳
5013,秋分,2,2456558.364762063,2013,9,22,20,45,15.442255139350891,1,229647.86476206314,癸巳
5014,冬至,3,2456648.2167529752,2013,12,21,17,12,7.457061409950256,1,229737.71675297525,甲午
5014,春分,0,2456737.2070922586,2014,3,20,16,58,12.771144211292267,1,229826.7070922586,甲午
5014,夏至,1,2456829.9530264074,2014,6,21,10,52,21.48159921169281,1,229919.4530264074,甲午
5014,秋分,2,2456923.6043072124,2014,9,23,2,30,12.143151462078094,1,230013.1043072124,甲午
5015,冬至,3,2457013.4612128143,2014,12,21,23,4,8.787157237529755,1,230102.96121281432,乙未
5015,春分,0,2457102.4488022397,2015,3,20,22,46,16.513512432575226,1,230191.94880223973,乙未
5015,夏至,1,2457195.1937845666,2015,6,21,16,39,2.986553907394409,1,230284.6937845666,乙未
5015,秋分,2,2457288.8483899445,2015,9,23,8,21,40.89120715856552,1,230378.34838994453,乙未
5016,冬至,3,2457378.7007504343,2015,12,22,4,49,4.837523996829987,1,230468.2007504343,丙申
5016,春分,0,2457467.6884182487,2016,3,20,4,31,19.336684942245483,1,230557.18841824867,丙申
5016,夏至,1,2457560.4411943904,2016,6,20,22,35,19.195331633090973,1,230649.9411943904,丙申
5016,秋分,2,2457654.0987939555,2016,9,22,14,22,15.797756910324097,1,230743.59879395552,丙申
5017,冬至,3,2457743.94813574,2016,12,21,10,45,18.92794668674469,1,230833.44813574012,丁酉
5017,春分,0,2457832.937350147,2017,3,20,10,29,47.05269545316696,1,230922.43735014694,丁酉
5017,夏至,1,2457925.6842372743,2017,6,21,4,25,18.100503087043762,1,231015.18423727434,丁酉
5017,秋分,2,2458019.335382914,2017,9,22,20,2,57.083784341812134,1,231108.83538291417,丁酉
5018,冬至,3,2458109.186874466,2017,12,21,16,29,5.953863859176636,1,231198.68687446602,戊戌
5018,春分,0,2458198.178200034,2018,3,20,16,16,36.482934057712555,1,231287.67820003396,戊戌
5018,夏至,1,2458290.922533743,2018,6,21,10,8,26.91540241241455,1,231380.42253374308,戊戌
5018,秋分,2,2458384.5800328213,2018,9,23,1,55,14.83575850725174,1,231474.08003282128,戊戌
5019,冬至,3,2458474.433255695,2018,12,21,22,23,53.29203128814697,1,231563.9332556948,己亥
5019,春分,0,2458563.416377262,2019,3,20,21,59,34.99545514583588,1,231652.9163772622,己亥
5019,夏至,1,2458656.1634737467,2019,6,21,15,55,24.131718277931213,1,231745.66347374674,己亥
5019,秋分,2,2458749.827311582,2019,9,23,7,51,19.72067892551422,1,231839.32731158193,己亥
5020,冬至,3,2458839.6809635777,2019,12,22,4,20,35.25311350822449,1,231929.1809635777,庚子
5020,春分,0,2458928.6602580287,2020,3,20,3,50,46.293675899505615,1,232018.16025802866,庚子
5020,夏至,1,2459021.4061355726,2020,6,20,21,44,50.11347144842148,1,232110.9061355726,庚子
5020,秋分,2,2459115.063755278,2020,9,22,13,31,48.456020057201385,1,232204.563755278,庚子
5021,冬至,3,2459204.9190928782,2020,12,21,10,3,29.624679386615753,1,232294.41909287823,辛丑
5021,春分,0,2459293.9018251817,2021,3,20,9,38,37.69569665193558,1,232383.40182518167,辛丑
5021,夏至,1,2459386.6481367415,2021,6,21,3,33,19.014464020729065,1,232476.14813674148,辛丑
5021,秋分,2,2459480.3071144307,2021,9,22,19,22,14.68681275844574,1,232569.8071144307,辛丑
5022,冬至,3,2459570.166984273,2021,12,21,16,0,27.441197633743286,1,232659.66698427312,壬寅
5022,春分,0,2459659.1490055094,2022,3,20,15,34,34.07601624727249,1,232748.64900550945,壬寅
5022,夏至,1,2459751.885419336,2022,6,21,9,15,0.2306431531906128,1,232841.38541933615,壬寅
5022,秋分,2,2459845.5450396994,2022,9,23,1,4,51.43002927303314,1,232935.0450396994,壬寅
5023,冬至,3,2459935.409284496,2022,12,21,21,49,22.180472910404205,1,233024.9092844962,癸卯
5023,春分,0,2460024.3927739523,2023,3,20,21,25,35.66948175430298,1,233113.89277395234,癸卯
5023,夏至,1,2460117.124292485,2023,6,21,14,58,58.87069970369339,1,233206.62429248495,癸卯
5023,秋分,2,2460210.7855177084,2023,9,23,6,51,8.730005621910095,1,233300.2855177084,癸卯
5024,冬至,3,2460300.6448038947,2023,12,22,3,28,31.056500673294067,1,233390.14480389468,甲辰
